SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,1671,1,2,2013,512.9125309,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,,,,,,,,,1,,,,,,2,,2,2,2,2,1,1,2,2,1,2,1,,1,2,,4,99999998,2,,2,,,,2,,,,,,,3,,,,,,,,,4,4,,,2,1,2,,,,,,,,,,4,,,,,1,2,2,,,,,,,,,99999998,4,,99999998,,,,,,1,1,3,5,2,4,99999998,1,1,1,2,2,1,2,1,,,,,,99999998,3,7,,1996,,,,,,,,,,,,,,2,,4,,,99999998,,,,,,,,,,,0,85465
,1672,1,2,2013,120.027414,2,,1,,2,0,0,0,0,0,0,0,0,0,60000,0,2,2,1,1,,1,,480,1,3500000,,,1,2,10000,1,,2,2,1,1,99999998,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,5,2,,2,2,,,2,,,,,,,3,,,,,2,2,2,1,5,3,,,3,3,5,2,2,2,,,,,,,4,2,,12,,0,2,1,,,,2,,,,,3,3,99999998,,,2,4,2,1,1,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,,2,200,4,7,1997,,,,,,,,,,,,,,,2,1,8,2,6,,,,,,1,700000,,,,,5643.333333,141725.3333
,1675,1,2,2013,622.926909,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,,,,1,,,,2,2,30000,1,,2,99999998,1,,,2,,,,2,,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,3,2,2,,2,1,2,,2,,,,,,,1,99999998,,,99999998,,1,99999998,1,5,5,,,4,1,2,2,2,2,,99999998,,99999998,,,5,99999998,,12,,0,2,1,,,,1,,,,,3,4,,,,2,3,1,1,1,2,1,3,,1,1,1,2,1,2,1,2,2,3,,1,2,,,120,5,1,,,0,,,0,,,,,,0,,,,1,2,4,1,,,,,,,1,,,,,,0,240000
,1676,1,2,2013,525.5120463,2,,1,,1,0,0,0,0,0,0,0,5000,0,0,0,2,2,1,1,,1,,,2,1500000,,,2,2,30000,1,,2,2,1,2,,2,,,,99999999,,2,1,2,2,2,2,2,2,2,2,2,2,1,1,,3,3,2,,2,1,2,,2,,,,,,,3,,,,,,1,2,1,4,3,,,3,,2,2,2,2,,,,,,,1,2,,,,1,2,2,,,,2,,,,,3,3,,99999998,,2,4,1,2,2,1,3,7,2,2,99999998,1,2,2,2,2,2,2,1,,2,,,,130,3,5,,1979,,,,0,,,,,,,,,,2,1,4,2,,2,40,,20,,3,,,,,,51912,56912
,1677,1,2,2013,573.5853277,1,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,99999998,,2,,,,2,2,99999998,2,,,,,,,,,2,,,,2,2,2,2,2,1,2,2,2,2,2,99999998,,2,,99999998,99999998,2,2,,99999998,1,99999998,,,,,,,,3,,,,,,99999998,99999998,99999998,1,1,1,,2,1,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,3,3,,,,2,,99999998,2,1,2,,,,,2,1,2,1,2,2,1,2,,,99999998,,,,99999998,6,99999998,,,,,,,,,,,,,,,,,1,99999998,99999998,,,,,,,99999998,,,,,,28572,28572
,1678,1,2,2013,167.845906,1,1,2,1,,0,0,0,0,17600,0,0,0,0,0,0,1,1,1,,,1,,860,2,99999998,,,2,2,10000,1,,2,2,1,1,3000,2,,,,2,,2,2,1,2,2,1,2,2,1,2,2,2,1,1,,4,3,2,,2,2,,,1,,,,,,,3,,,,,,2,2,2,4,4,,,4,1,2,2,2,2,,,,,,,5,2,,,,0,2,2,7,7,,2,,,,,3,3,90000,,,2,3,2,2,1,2,,,,,2,1,2,1,2,2,2,2,2,1,2,,,3,111,3,3,1955,,,,,,,,,,,,,,,2,1,8,2,6,,,,,,4,,,,,,29432,47032
,1679,1,2,2013,505.1424822,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,,,,2,2,99999998,1,,1,1,1,1,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,4,3,2,,2,2,1,250,2,,,,,,,3,,,,,,2,2,2,3,2,1,,2,1,1,2,2,2,,,,,,,4,2,,,,0,2,1,,,,2,,,,,5,5,,,,2,3,2,2,1,1,,,,,2,2,2,2,2,2,2,2,3,,2,,,,120,4,3,,,,,,,,,,,,,,,,2,1,5,2,,,,,,,3,,,,,,45206,57206
,1680,1,2,2013,545.7731859,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,2,1000000,,,2,2,10000,1,,2,2,1,1,,2,,,,2,,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,4,3,2,,2,1,2,,2,,,,,,,3,,,,,,2,2,2,4,4,,,2,,2,2,2,2,,,,,,,4,2,,6,,1,2,2,,,,2,1,,,,4,4,,145000,,2,,2,1,2,1,4,7,1,3,2,2,1,1,2,2,2,2,1,,2,2,,,97,2,5,,1992,,,,,,,,,,,,,,2,1,4,2,,3,,,,,1,,,,,,0,102000
,1681,1,2,2013,288.1612409,2,,1,,2,0,0,0,0,0,0,40,0,0,0,0,3,3,1,2,,6,,,2,,,,2,2,10000,1,,2,2,1,,,,,2,,,,1,2,2,2,1,1,1,2,1,2,2,2,,2,,3,2,1,2,,1,1,150,,,,,,,,3,7000,,,99999999,,2,2,1,3,3,1,,2,,2,2,2,2,,4,,4,,,1,2,,,,0,2,1,,,1,1,,,,,2,2,,,,2,3,1,2,,1,,,,,1,1,2,1,2,2,2,2,,,1,,,,74,5,6,,,11,2013,18,0,,,,,,0,,,,,1,6,1,,,,,,,4,,,,,,7991.666667,231371.6667
,1682,1,2,2013,211.9663515,1,1,2,1,,0,0,0,0,15487.2,0,0,0,0,0,0,1,1,1,,,6,,,2,,,,2,2,0,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,1,2,2,2,,2,,1,1,2,2,,2,1,99999998,,,,,,,,3,150000,,,,,2,2,99999998,3,2,2,,2,2,1,2,2,2,,,,,,,1,2,,,,0,2,1,,,1,2,,,,,2,2,,,,2,3,2,2,1,2,,,,,2,2,2,2,2,2,1,2,,,2,,,,57,5,6,,,11,2013,30,,,,,,,,,,,,1,5,1,,,,,,,5,,,,,,27952,43439.2
,1683,1,2,2013,637.3553254,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,,3,1150000,,,2,1,15000,1,,1,1,2,,,2,,,,2,,2,1,2,2,1,2,2,2,2,1,2,2,2,2,,1,2,2,,2,2,2,,2,2,2,2,1,2,2,3,30000,,,,,2,2,2,4,3,,,2,1,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,1,2,2,,,,3,4,,70000,,2,3,2,2,1,1,2,4,1,2,2,1,2,1,2,2,2,2,1,,2,,50000,,74,3,6,,1987,10,2013,1,,,,,,,,,,,2,1,4,1,,6,,,,,3,,,,,,40816.16667,222016.1667
,1684,1,2,2013,531.2365691,2,,1,,1,108000,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,500,2,1500000,,,2,2,18000,1,,1,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,,2,1,,,2,,,,,,,3,,300000,,600000,,2,2,1,3,3,,,3,2,2,2,2,2,,,,3,,,5,2,,12,,0,2,1,,,,1,1,1,,1,99999998,3,,705000,,2,3,1,1,1,2,,,1,,2,2,2,1,2,2,2,2,1,,1,2,,3,125,2,99999998,,2008,,,,11,2013,1,,,,11,2013,1,,2,1,8,2,,99999998,,,,300000,1,,,,,,0,108000
,1685,1,2,2013,220.7887297,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,650,,2,,,,2,1,6800,2,,,,,,,,,2,,,,2,2,2,2,1,1,2,2,1,2,1,2,,2,1,4,5,2,2,,2,2,,,2,2,2,1,2,2,3,,,,,,2,2,1,3,3,,,2,,1,2,2,2,,,,,,,4,2,12,3,2,0,2,2,,,,2,,,,,5,4,,,,2,2,2,1,2,2,2,3,,2,1,1,2,1,2,2,2,2,,,2,1,30000,,65,3,4,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,26678.25,56378.25
,1686,1,2,2013,441.8719691,2,,1,,1,0,0,0,0,0,0,0,0,0,56000,0,2,2,1,1,,1,,2000,1,99999998,,,2,2,30000,1,99999998,2,2,1,1,600000,2,2,,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,,3,2,2,,2,1,,,2,,,,,,,1,,,,,,1,2,2,4,4,,,4,1,3,2,1,2,,,,,,,8,2,,,,0,2,1,1,,,2,,,,,4,3,99999998,,,2,3,2,2,1,1,,,,,2,1,2,1,2,1,2,2,2,2,2,,,4,175,5,7,1999,,,,,,,,,,,,,,,2,1,8,2,3,,,,,,5,,,,2,2,25863,196863
,1687,1,2,2013,542.7463883,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,1,2,0,2,,,,,2,,2,,,,2,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,,4,3,2,,2,2,1,99999998,2,,,,,,,3,,,,,2,2,2,2,3,3,1,,3,1,2,2,2,2,,,,,,,6,2,,,,0,1,2,,,,2,,,,,99999998,3,,99999998,,2,,2,2,1,1,,,1,,2,1,2,1,2,2,2,2,1,,2,,,,99999998,1,99999998,,1996,,,,,,,,,,,,,,2,1,6,2,,9,,,,,2,300000,,,,,57564,57564
,1688,1,2,2013,477.9667755,2,,1,,2,0,0,0,0,0,0,0,0,0,66000,0,2,2,1,1,,1,,,2,2500000,,,2,1,50000,1,3500000,2,1,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,4,3,2,,2,2,2,,2,2,2,2,1,2,2,3,,,,750000,,2,2,2,5,5,,,4,1,2,1,2,2,,,,,,,6,2,,,,1,2,1,,,,2,7,,,1,4,3,,500000,,2,1,2,2,1,1,3,6,2,1,1,1,1,1,2,1,2,2,1,,1,,30000,,270,5,5,,1977,,,,,,,,,,99999998,99999998,99999998,,2,1,1,2,,10,,,,,5,,,,,,18744,132744
,1689,1,2,2013,435.7557858,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,99999998,2,,,,2,2,15000,1,99999998,2,2,2,,,2,,,,2,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,,,2,,,,,,,3,,,,,,2,2,1,4,3,,,4,2,2,2,1,2,,,,,,,6,2,,99999998,2,0,2,2,,0,,2,,,,,3,3,,,,2,3,2,1,1,1,,,,,1,1,2,1,2,2,1,2,2,3,2,1,,4,118,4,5,1978,,,,,,,,,,,,,,,1,2,8,2,99999998,,,,,,5,,,,40,2,25863,119780
,1690,1,2,2013,565.8791888,2,,1,,1,0,0,0,0,0,0,0,500,0,25900,0,1,1,,1,,6,,,2,,,,2,2,5000,1,,2,2,1,,,,1,1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,1,2,2,,1,1,50,,,,,,,,3,,,500000,120000,,2,1,2,3,2,1,,2,1,2,2,2,2,,3,,,,,4,2,,,,0,1,1,,,,1,,,1,1,3,3,,,,2,3,2,2,1,2,,,,,2,1,2,2,2,2,2,2,,,1,,,,60,4,5,,,,,,,,,11,2013,14,11,2013,14,,,1,5,2,,,,,,,5,,,,,,267365.5,293765.5
,1691,1,2,2013,188.9015471,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,1,1,,,2,99999998,,,2,1,99999998,2,,,,,,,2,,,,2,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,2,,2,2,2,,2,2,2,2,1,2,2,2,,,,,,2,2,2,4,4,,,3,,1,2,2,2,,,,,,,1,2,,12,,0,2,2,,,,2,,,,,99999998,3,,99999998,,2,,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,,2,2,99999998,,99999998,3,99999998,,99999998,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,99999998,,,,,,58791.66667,179888.6667
,1693,1,2,2013,480.5207733,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,1,,,2,,,,2,2,7000,1,,2,2,1,,,2,,,,2,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,3,2,2,,2,1,2,,2,,,,,,,3,1500,,,,,1,2,1,5,3,,,2,,2,2,2,2,,,,,,,1,2,,4,,0,2,2,,0,1,2,,,,,4,3,,,,2,3,2,1,2,2,1,3,,2,1,1,2,1,2,2,1,2,2,3,2,2,,,130,4,9,99999998,,3,2014,26,,,,,,,,,,,2,1,4,1,99999998,,,,,,1,,,,,,0,120000
,1697,1,2,2013,492.6564495,1,1,1,1,2,120000,0,0,0,0,0,0,0,0,21000,0,2,2,1,1,,1,,,1,1700000,,,1,2,55000,1,,2,2,2,2,,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,,2,1,2,,2,,,,,,,3,,,,,2,1,2,1,5,3,,,3,1,2,2,2,2,,,,,,,4,2,,6,,1,2,2,,,,2,1,,,,3,3,,1200000,,2,4,2,1,1,1,4,6,2,6,2,1,1,1,2,2,1,2,1,,2,2,,,115,4,9,,2008,,,,,,,,,,,,,,1,1,4,2,,99999998,,,,,5,300000,,,,,25863,176863
,1698,1,2,2013,339.0840886,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,,760,2,800000,,,2,1,25000,1,,2,2,2,,99999998,2,,,,2,,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,,2,1,,,2,2,2,2,1,2,2,3,99999998,,,99999998,,1,2,1,4,3,,,4,1,2,2,2,2,,,,,,,8,2,,12,,0,2,2,,,,2,,,,,2,2,99999998,,,2,4,2,1,1,1,,,,,2,2,2,1,2,2,2,2,2,2,1,2,99999998,3,120,5,8,2008,,0,,,,,,,,,0,,,,2,1,8,1,7,,,,,,1,,,,,,4466,313922
,1699,1,2,2013,613.4352385,2,,1,,2,62032,32530,173993,0,0,4196,85352,0,11649,51230,0,5,2,1,1,3,1,,,1,1600000,,,1,2,30000,1,,2,2,1,1,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,1,1,1,2,,2,2,2,,2,1,2,,2,,,,,,,3,,1000,,,2,1,2,1,4,4,,,2,1,2,2,2,2,,,,,,,4,2,,,,3,2,2,,,,2,1,1,,,3,3,,1550,,2,3,1,2,1,1,5,21,1,4,1,1,1,1,2,2,2,2,1,,2,,,,119,4,8,,2011,,,,12,2013,5,,,,,,,,2,1,4,2,,2,0,,100,,5,600000,,,,,15525.24198,1851690.558
,1701,1,2,2013,545.1058521,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,3500,,2,,,,2,1,15000,1,,2,1,1,,,,,2,,,,2,2,2,2,1,2,2,2,1,1,1,2,,2,2,2,2,2,2,,1,,,,2,2,2,1,2,2,3,99999999,,,99999999,,1,2,1,3,3,,,4,,2,2,2,2,,,,,,,99999998,2,,6,,0,2,2,,,,2,,,,,1,1,,,,2,4,2,1,2,1,,,,,2,2,2,1,2,2,2,2,,,1,2,99999999,,75,3,99999998,,,0,,,,,,,,,0,,,,,1,8,1,,,,,,,99999999,,,,,,0,8520
,1703,1,2,2013,819.037783,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,,,2,900000,,,2,1,40000,1,,1,2,2,,,2,,,,2,,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,4,5,2,,2,1,1,90,2,2,2,2,1,2,2,3,99999998,,,,,1,2,1,4,4,1,,2,,2,2,2,2,,,,,,,5,2,,12,1,0,2,1,,,,2,1,,,,4,4,,600000,,2,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,,2,1,95000,,110,3,7,,2009,0,,,,,,,,,,,,,2,1,2,1,,10,,,,,1,,,,,,1863.666667,128727.6667
,1704,1,2,2013,649.4428998,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,1,,,1,1300000,,,2,1,80000,1,,1,1,1,2,,2,,,,2,,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,4,4,2,,2,1,1,60,2,2,2,2,1,2,2,3,,,,,,1,2,1,5,4,1,,3,1,3,2,2,2,,,,,,,4,2,,12,5,1,1,2,,,,2,1,,,,2,4,,1200000,,2,3,2,1,1,1,2,4,1,1,2,1,2,1,2,2,2,2,1,,2,1,99999999,,150,5,8,,2011,,,,,,,,,,,,,,2,1,4,2,,5,,,,,1,,,,,,6941.333333,308021.3333
,1706,1,2,2013,647.4376923,2,,1,,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,,1,,,2,99999998,,,2,2,99999998,1,,2,2,2,1,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,99999998,3,1,,2,1,2,,2,,,,,,,3,,,,,,1,2,2,5,5,,,2,,2,2,2,2,,,,,,,5,2,,,,0,1,2,,,,2,2,,,,99999998,3,,170000,,2,1,2,2,,2,,,1,,1,2,2,2,2,2,2,2,1,,2,,,,100,5,6,,1992,,,,,,,,,,,,,,2,2,6,2,,6,,,,,99999998,,,,,,0,132414
,1708,1,2,2013,544.9047062,2,,1,,2,42000,0,0,0,0,0,0,0,0,0,0,5,3,2,1,2,7,,,2,,,3000000,2,2,10000,1,,2,2,2,,,,,2,,,,2,2,2,1,2,2,2,2,2,1,1,2,,2,2,1,2,2,2,,2,,,,,,,,,,1,99999998,,,,,2,2,99999998,5,3,,,2,1,2,2,2,2,,,,,,,5,1,,4,,0,1,2,,,,2,,,,,3,3,,,,2,3,2,1,1,1,,,,,1,1,1,1,2,1,2,2,,,2,2,,,140,5,5,,,0,,,,,,,,,,,,,,1,7,1,,,,,,,1,,,,,,44163,141163
,1709,1,2,2013,545.6006837,2,,2,,,0,0,0,24000,0,0,0,0,0,0,0,9,2,1,1,7,1,,,1,99999998,,,2,2,99999999,2,,,,,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,120,2,,,,,,,1,,,,,,2,2,2,3,3,1,,2,1,2,2,2,2,,,,,,,6,2,,2,,1,2,1,,,,2,,,,,2,3,,99999999,,2,3,2,1,1,1,3,6,2,4,1,1,1,1,2,1,1,2,1,,2,2,,,86,5,8,,2003,,,,,,,,,,,,,,2,1,4,2,,5,,,,,99999999,,,,,,15026.08333,39026.08333
,1710,1,2,2013,426.895209,1,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,4,1,,,2,980000,,,1,1,6000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,,2,1,1,99999998,1,1,2,2,2,2,2,1,99999998,,,,2,99999998,2,1,4,3,1,,3,,3,2,2,2,,,,,,,6,2,,12,,0,1,1,,,,2,1,,,,3,2,,450000,,2,4,2,1,,1,2,4,2,2,2,1,2,2,2,2,2,2,1,,2,2,20000,,100,5,9,,2008,0,,,,,,,,,,,,,1,1,2,1,,8,,,,,3,99999998,,,,,9464.833333,64064.83333
,1712,1,2,2013,782.8323552,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,1,,,2,99999998,,,1,1,10000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,5,2,,2,2,2,,2,2,2,1,1,2,2,3,,,,,2,2,2,1,4,4,,,2,,2,2,2,2,,,,,,,7,2,,11,5,0,2,2,,,,2,,,,,5,5,,99999998,,2,3,2,1,2,2,3,3,1,2,2,1,2,1,2,2,2,1,1,,2,1,110000,,96,3,5,,2003,,,,,,,,,,,,,,1,1,4,2,,99999998,,,,,1,350000,,,,,6941.333333,159669.1667
,1713,1,2,2013,557.4193832,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,5,1,,,3,99999999,,,2,2,0,1,,2,2,2,,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,3,1,,2,2,2,,2,,,,,,,2,,,,,,2,2,2,2,2,,,1,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,2,3,,99999999,,2,3,2,2,,2,2,5,1,2,2,2,2,2,2,2,2,2,1,,2,,,,70,1,7,,2011,,,,,,,,,,,,,,2,1,4,2,,5,,,,,1,,,,,,1342,37342
,1714,1,2,2013,436.3787659,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,5,4,,,1,,,500000,2,2,99999998,1,,2,2,1,,,,,2,,,,2,2,2,2,2,1,2,2,1,2,99999998,2,,1,,1,2,2,2,,1,2,,,,,,,,,3,99999998,60000,,350000,,1,2,1,4,4,,,3,1,1,2,2,2,,3,,,,,4,1,,,,0,2,2,,,,1,,1,,1,2,2,,,,2,4,1,2,1,1,2,2,,1,2,1,2,1,2,2,1,2,,,1,,,,100,5,99999998,,,0,,,2,2014,9,,,,2,2014,9,,,1,4,1,,,,,,,5,,,,,,11216.91667,122386.9167
,1715,1,2,2013,166.8334545,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,3,,,3,,,,2,2,,,,,,,,,,,2,,,,2,1,1,1,1,2,2,2,1,1,1,2,2,1,,2,5,2,2,,2,1,99999998,2,,,,,,,3,,,,,,2,2,2,3,2,1,,1,1,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,99999998,5,,,,2,4,2,,1,1,1,3,,1,2,1,2,1,2,2,2,1,,,2,,,,50,6,99999998,,,,,,,,,,,,,,,,2,4,4,2,,,,,,,1,,,,,,1925,31925
,1717,1,2,2013,541.3824402,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,7,1,,,2,800000,,,1,2,0,1,,2,1,1,,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,,2,1,1,390,2,,,,,,,3,50000,,,161000,1,2,2,2,3,2,1,,3,,2,2,2,2,,,,,,,3,2,,,,0,2,1,,,1,2,1,,,1,3,4,,425000,,2,3,2,2,2,2,,,1,,2,1,2,1,2,2,1,2,1,,1,,,,58,4,3,,2004,10,2013,21,,,,,,,10,2013,21,,2,1,5,1,,4,,,,,5,113222,,,,,14602.875,140598.875
,1718,1,2,2013,531.5337649,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,2000,,3,,,,2,1,15000,1,,2,2,2,,,,,2,,,,2,1,1,2,1,1,2,2,2,2,2,99999998,,2,2,4,3,2,2,,99999998,2,,,2,2,2,1,2,2,3,,,,,,99999998,99999998,99999998,3,3,,,99999998,,1,2,2,2,,,,,,,99999998,2,,12,,0,2,2,,,,2,,,,,99999998,4,,,,2,,99999998,1,2,2,3,6,,2,2,2,2,2,2,2,2,2,,,99999998,2,30000,,99999998,4,99999998,,,,,,,,,,,,,,,,,1,4,99999998,,,,,,,1,,,,,,9211,45169.70833
,1719,1,2,2013,594.4202249,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,2900,,2,,,,2,1,36000,2,,,,,,,,,2,,,,2,2,1,2,1,2,2,2,2,1,99999998,2,,2,1,4,5,1,2,,2,2,,,2,2,2,1,2,2,3,,,,,,1,2,1,3,3,,,2,,2,2,2,2,,,,,,,1,2,4,12,25,0,2,1,,,,2,,,,,5,5,,,,2,4,2,1,,1,2,5,,2,2,1,2,1,2,2,2,2,,,2,1,45000,,75,4,7,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,0,86400
