SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,3627,1,2,2013,265.2035069,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,8,5,2,3,3,1,,1000,2,99999998,,,1,1,30000,1,,2,99999998,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,,2,1,,,1,2,2,2,1,2,2,3,99999998,,,,2,1,2,1,5,5,,,3,,3,2,2,2,,,,,,,8,2,,9,1,0,2,1,,,,2,,,,,2,2,,99999998,,2,1,2,1,2,1,,,2,,2,1,1,2,2,1,2,2,1,,2,1,99999998,4,500,5,6,,1992,0,,,,,,,,,,,,,2,1,7,1,,8,,,,,1,99999998,,,,,8128.5,329128.5
,3628,1,2,2013,194.3999832,2,,2,,,0,0,0,6000,0,0,0,0,0,0,0,3,3,1,2,,2,5500,,2,,,,2,2,2000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,3,4,2,2,,2,2,,,,,,,,,1,,,,5000,,2,2,1,4,3,,,3,2,2,2,2,2,,1,,,,,8,2,,,,0,2,2,,,,1,,,,1,99999998,2,,,,2,4,2,2,1,1,2,3,,2,2,1,2,1,2,1,1,2,,,1,,,,80,4,4,,,,,,,,,,,,12,2013,24,,,1,4,2,,,,,,,4,,,,,,0,17276.91667
,3630,1,2,2013,397.3421026,2,,1,,1,0,0,0,4000,0,0,0,0,0,0,0,4,3,1,2,1,1,,500,2,99999998,,,99999998,,99999998,1,,99999998,99999998,99999998,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,99999998,2,2,,99999998,99999998,2,,2,99999998,,,2,,,,,,,1,,,,,,99999998,99999998,99999998,5,4,,,2,2,3,2,2,2,,,,,,,8,2,,,,0,1,2,,,,2,,,,,2,2,,99999998,,2,,99999998,99999998,1,1,,,2,,1,2,2,2,2,1,2,2,1,,99999998,,,3,99999998,4,99999998,,1999,,,,,,,,,,,,,,2,1,7,99999998,,99999998,,,,,99999998,,,,,,0,32600
,3632,1,2,2013,255.3494695,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,1,,500,1,2000000,,,1,2,99999998,1,,99999998,2,2,2,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,3,99999998,2,,,1,,,2,,,,,,,1,99999998,,,99999998,2,99999998,99999998,1,4,3,,,4,1,3,,,,,,,,,,4,,,99999998,,0,2,1,,,,2,1,,,,99999998,3,,1700000,,,3,2,1,1,1,,,1,,2,2,2,2,2,2,2,2,1,,1,2,,3,168,2,99999998,,2007,0,,,,,,,,,0,,,,2,1,8,1,,99999998,,,,,99999998,6000000,,,,,0,55939.2
,3633,1,2,2013,367.2313585,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,3,,,2,,,,2,1,1000,2,,,,,,,,,2,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,2,,2,2,,2,2,2,2,1,2,2,3,,,,,,2,2,2,3,3,,,3,,1,2,2,2,,,,,,,2,2,,12,6,0,2,2,,,,2,,,,,5,5,,,,2,3,2,1,2,2,1,1,,2,99999998,1,2,1,2,2,2,2,,,2,1,130000,,70,1,7,,,,,,,,,,,,,,,,2,2,4,2,,,,,,,1,,,,,,2630.833333,69830.83333
,3634,1,2,2013,87.41433513,2,,1,,3,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,,,2,99999998,,,1,1,99999998,1,99999998,2,2,1,,99999998,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2,,2,2,1,8,1,2,2,2,1,2,1,1,99999998,,,99999998,2,2,2,2,3,3,1,2,3,,2,2,1,1,,,,,,,6,2,,12,,0,2,1,,,,2,,,,,4,4,99999998,,,2,3,2,1,2,1,,,,,99999998,1,2,1,2,2,2,2,2,1,1,2,160000,,160,4,6,1992,,0,,,,,,,,,0,,,,1,2,6,1,99999998,,,,,,1,99999998,5,2,20,2,1925,247925
,3635,1,2,2013,233.02283,2,,1,,1,0,0,0,0,0,0,6500,0,0,13800,0,4,3,2,1,1,1,,2000,2,99999998,,,2,2,10000,1,99999998,2,2,1,,,2,2,,,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,,1,2,2,,2,1,,,1,,,,,,,3,99999998,,,99999999,,1,2,1,5,5,,,4,2,4,2,1,2,,,,,,,8,2,,,,0,2,1,,,,2,,,,,2,3,,99999998,,2,4,2,2,1,1,,,4,,1,1,2,1,2,1,1,1,1,,1,,,4,180,4,6,,1991,0,,,,,,,,,0,,,,1,2,8,1,,99999998,,,,,4,,,,60,2,1884.166667,397014.1667
,3636,1,2,2013,294.8141811,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,,1,6,,,1,,,,2,2,25000,1,,1,2,1,,,,,2,,,,2,2,2,2,2,1,2,2,2,2,2,2,,2,2,4,4,2,2,,2,1,10,,,,,,,,3,,,,,,1,2,1,5,5,1,,3,,3,2,2,2,,,,,,,5,2,,12,1,0,2,2,,,,2,,,,,2,3,,,,2,4,2,1,2,1,,,,,1,2,1,2,2,1,2,2,,,2,1,,,160,5,6,,,,,,,,,,,,,,,,,2,5,2,,,,,,,1,,,,,,27153.25,281121.25
,3637,1,2,2013,142.0569187,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,,1,,603,2,1300000,,,1,1,20000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,,2,1,,,1,1,2,2,2,2,2,3,99999999,,,,2,1,2,1,5,5,,,4,,3,2,2,2,,,,,,,4,2,,10,,0,1,1,,,,2,2,,,,3,3,,121000,,2,1,2,1,,1,,,2,,1,1,2,1,2,1,2,2,1,,2,2,40000,3,160,3,7,,1998,0,,,,,,,,,,,,,1,1,8,1,,8,,,,,99999999,90000,,,,,6721,356208.7778
,3638,1,2,2013,486.6264572,2,,1,,1,0,0,0,12000,0,12000,0,0,0,0,0,1,1,1,,,2,2700,,2,,,,2,2,99999998,1,,2,2,1,,,,,2,,,,2,2,2,1,1,2,2,2,2,1,99999998,2,,2,2,2,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,1,,1,2,2,2,,,,,,,6,2,,99999998,,0,2,2,,,,2,,,,,3,3,,,,2,4,2,1,2,2,2,4,,3,99999998,1,1,1,2,2,2,2,,,2,2,,,25,2,99999998,,,,,,,,,,,,,,,,,1,4,99999998,,,,,,,3,,,,,,0,24000
,3639,1,2,2013,121.0420897,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,6,6,4,2,,1,,,2,,,,2,1,16000,1,,2,1,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5,2,,2,1,1,30,2,2,2,1,1,2,2,3,99999998,,,2000,,2,2,1,4,3,2,,3,1,2,2,2,2,,,,,,,6,2,,12,20,0,2,2,,0,,2,,,,1,2,5,,,,2,4,2,1,1,2,1,2,,1,99999998,1,2,1,2,1,2,2,2,3,1,1,200000,,120,3,6,1997,,0,,,,,,,,,12,2013,20,,2,2,4,1,3,,,,,,1,,,,,,31100,64063
,3640,1,2,2013,171.7597629,2,,1,,2,70800,19000,0,0,0,0,0,0,0,26400,0,3,3,2,1,,1,,1000,1,1200000,,,2,2,50000,1,,2,1,1,1,,2,,,,2,,2,2,2,2,1,2,2,2,2,1,2,2,1,1,,3,3,1,,2,1,,,1,,,,,,,3,,,,60000,,2,2,2,4,2,,,3,,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,2,,,1,3,3,,25000,,2,3,2,2,,2,,,2,,2,1,2,1,2,2,2,2,1,,1,,,4,90,5,5,,1981,,,,,,,,,,1,2014,15,,1,2,8,2,,3,,,,,5,,,,,,46524,268324
,3641,1,2,2013,185.1196549,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,,1,,500,2,1500000,,,1,2,0,1,,2,2,1,2,,2,,,,2,,1,2,2,2,2,2,2,2,2,1,2,1,1,2,,1,2,1,,2,1,,,2,,,,,,,3,,,140000,10000,2,1,1,1,5,5,,,4,,3,2,2,2,,,,,,,2,2,,,,0,2,2,,,,2,1,,1,1,3,3,,870000,,2,3,2,2,,1,,,1,,1,1,1,1,2,1,1,2,1,,1,,,3,198,3,7,,2000,,,,,,,1,2014,1,1,2014,1,,1,1,8,2,,5,,,,,5,400000,,,,,0,380204.3125
,3642,1,2,2013,550.0818103,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,2000,,2,,,,2,2,30000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,1,1,2,2,,2,,,,,,,,,,3,,,,,,2,2,99999998,1,1,,,1,,1,2,2,2,,,,,,,6,2,,,,0,2,1,,,,2,,,,,2,2,,,,2,4,2,2,2,2,,,,,2,2,2,2,2,1,2,2,,,2,,,,55,3,9,,,,,,,,,,,,,,,,,1,8,2,,,,,,,5,,,,,,0,14346
,3644,1,2,2013,377.39129,2,,2,,,0,0,0,0,0,40000,0,0,0,0,0,3,2,1,1,1,1,,,1,950000,,,1,2,5000,1,,2,1,1,1,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,,2,2,2,,2,,,,,,,3,,,,,2,2,2,2,4,4,,,2,1,2,2,2,2,,,,,,,99999998,2,,99999998,,1,2,1,,,,99999998,1,,,,1,3,,850000,,2,99999998,2,1,1,1,2,3,1,3,2,1,1,1,1,1,2,2,1,,2,2,,,120,4,99999998,,2013,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,3,99999998,,,,,1904.583333,133104.5833
,3645,1,2,2013,104.779582,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,2,1,,500,2,99999998,,,1,,20000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,4,2,,2,1,,,2,,,,,,,3,,,,,2,1,2,1,5,4,,,2,,4,2,2,2,,,,,,,8,2,,12,,0,2,1,,,,2,,,,,99999998,3,,99999998,,2,3,2,1,2,2,,,2,,2,2,2,2,2,1,2,2,1,,2,99999998,,3,240,5,8,,1999,,,,,,,,,,,,,,2,1,8,2,,8,,,,,1,40000,,,,,4373.833333,210690.8333
,3646,1,2,2013,251.4481164,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,,1,,2000,2,99999998,,,1,1,35000,1,99999998,1,2,1,,300000,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,2,2,,,1,2,2,2,1,2,2,3,4000,,,,2,1,2,1,3,3,,,4,1,2,2,1,2,,,,,,,2,2,,11,,0,2,2,7,,1,2,,,,,4,4,99999998,,,2,3,2,1,1,2,,,,,2,1,2,1,2,1,1,2,2,2,2,2,30000,4,100,4,5,1979,,10,2013,15,,,,,,,,,,,1,1,8,1,99999998,,,,,,3,150000,,,27,2,0,439194
,3648,1,2,2013,561.062941,2,,1,,1,0,0,0,0,0,0,500,0,0,43200,0,2,2,,2,,1,,,2,99999998,,,1,2,20000,1,,2,2,1,2,,2,2,,,1,1,2,2,2,1,1,2,2,2,2,1,99999998,2,1,2,2,1,2,2,,2,1,2,,2,,,,,,,3,,18000,,,2,99999998,2,1,4,4,,,3,2,3,2,2,2,250,3,,,,,4,2,,12,1,0,1,2,,,,1,1,1,,,3,3,,1300000,,2,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,1,1,1,,2,1,,,105,4,6,,2010,,,,12,2013,1,,,,,,,,1,1,3,2,,7,0,,100,,1,1000000,,,,,0,105104
,3649,1,2,2013,225.0965591,2,,1,,2,42900,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,7,,,2,,,,1,1,99999998,1,,2,1,1,,,,2,1,1,,,1,1,2,2,1,2,1,1,1,2,99999998,2,,2,2,99999998,3,2,2,,1,,,,2,2,2,1,2,2,3,,,,,2,1,99999998,1,4,4,,,2,,2,2,2,2,,,,,,,1,99999998,,12,1,0,2,2,,,,2,,,,,99999998,4,,,,2,4,2,1,2,1,,,,,2,2,1,1,2,1,2,2,,,99999998,1,99999998,,70,5,99999998,,,,,,,,,,,,,,,,,1,8,99999998,,,,,,,1,350000,,,,,11562.66667,304221.6667
,3650,1,2,2013,219.5606591,2,,1,,1,96000,0,0,0,0,0,0,0,0,0,0,4,4,2,2,,1,,2000,2,99999998,,,1,,16000,1,99999998,2,1,1,1,,2,,,,2,,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,3,3,1,,2,1,,,2,,,,,,,3,99999998,,,43000,2,2,2,1,5,2,,,4,,2,2,1,2,,,,,,,1,2,,12,99999998,0,2,2,,,,2,2,,,1,3,3,,21000,,2,3,2,1,,2,,,2,,2,1,2,1,2,2,2,2,1,,1,1,,4,160,5,6,,1988,0,,,,,,,,,11,2013,3,,1,2,7,1,,8,,,,,3,37000,,,,,4829.166667,154829.1667
,3651,1,2,2013,443.034033,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,4,1,1,,500,2,99999999,,,1,2,80000,1,,2,1,1,2,99999999,1,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,2,2,2,,2,1,,,2,,,,,,,3,99999998,,,,2,1,2,1,5,5,,,4,2,4,2,2,2,,,,,,,8,2,,,,0,1,2,,,,2,,,,,4,2,99999999,,,2,1,2,2,1,1,,,,,2,2,2,1,2,1,1,2,2,1,2,,,3,160,5,7,2003,,0,,,,,,,,,,,,,1,1,8,1,99999998,,,,,,99999999,99999999,,,,,2666,1201049
,3653,1,2,2013,311.863433,2,,1,,1,0,0,15000,0,0,0,0,0,0,0,0,3,2,1,1,1,3,,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,4,3,2,2,,1,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,4,,1,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,3,2,2,2,2,1,2,,1,2,1,2,1,2,2,2,2,,,2,,,,160,1,6,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,1,,,,,,1904.583333,40904.58333
,3654,1,2,2013,391.6103968,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,,900,2,99999998,,,2,2,24000,1,,99999998,99999998,1,2,99999999,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,2,2,1,,2,2,,,2,,,,,,,1,,,,,,1,2,1,5,4,,,4,,3,2,2,2,,99999998,,,,,6,2,,,,0,1,2,,2,,1,,,,,3,3,300000,,,2,4,2,2,,2,,,,,2,1,1,1,2,1,2,2,2,1,2,,,3,180,5,8,2005,,,,,,,,,,,,,,,99999999,1,8,2,99999998,,,,,,5,,,,,,1833,278793
,3655,1,2,2013,330.8504475,2,,1,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,200,2,99999998,,,2,,6000,1,99999998,2,2,1,,99999998,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,99999998,99999998,1,,2,2,2,,2,99999998,,,1,,,,,,,3,,,,,,99999998,99999998,99999998,5,4,,,4,1,3,2,1,2,,99999998,,,,,6,2,,,,0,2,1,,2,,1,,,,,3,1,250000,,,2,4,1,2,1,1,,,,,2,2,2,1,2,1,2,2,2,1,99999998,,,1,200,4,5,1979,,,,,0,,,,,,,,,,2,1,8,99999998,10,,,,,,99999998,,,,,,0,5989.111111
,3656,1,2,2013,288.8341913,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,2,1,,5000,1,9487500,,,1,1,15000,1,99999998,2,2,1,,,2,2,,,1,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,,,2,2,2,2,1,2,2,3,99999998,,,,2,2,2,99999998,5,5,,,4,1,2,2,1,2,,,,,,,4,2,,1,1,0,2,1,,,,2,2,,,,2,3,,650000,,2,4,1,1,1,1,,,1,,1,1,2,1,2,1,2,2,1,,99999998,1,40000,4,300,5,1,,1994,0,,,0,,,,,,,,,,1,2,8,1,,99999998,0,,100,,99999998,99999998,,,30,2,0,66196
,3657,1,2,2013,1161.433612,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,99999998,,,1,2,9000,1,,1,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,1,2,1,2,1,2,,99999998,2,2,,2,1,2,,2,,,,,,,3,,,,,1,1,2,1,4,4,,,2,1,2,2,2,2,,,,,,,5,2,,,,1,2,1,,,,2,2,,,,2,3,,130000,,2,3,2,2,1,1,4,9,2,4,2,2,1,1,2,1,2,2,1,,2,,,,90,4,7,,1997,,,,,,,,,,,,,,2,1,4,2,,2,,,,,2,24289,,,,,0,87648
,3658,1,2,2013,507.5432881,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,483000,,,1,2,10000,1,,2,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,4,3,2,,2,2,1,220,1,,,,,,,3,,,,99999999,2,2,2,2,4,4,2,,3,,2,2,2,2,,,,,,,1,2,,,,0,2,1,,,,2,2,,,,3,4,,38000,,2,3,2,2,2,2,,,2,,2,1,2,2,2,2,2,2,1,,1,,,,80,5,6,,1992,,,,,,,,,,0,,,,1,1,5,2,,6,,,,,2,70000,,,,,38787.5,38787.5
,3659,1,2,2013,1136.461062,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,500000,,,1,2,5000,1,,2,2,2,,,2,,,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,5,2,,2,2,2,,2,,,,,,,3,,,,,2,2,2,2,3,3,,,3,,1,2,2,2,,,,,,,6,2,,2,,1,2,2,,,,2,2,,,,3,3,,86000,,2,4,2,1,2,1,4,7,2,4,2,1,2,2,2,2,2,2,1,,2,2,,,85,3,6,,1994,,,,,,,,,,,,,,2,1,4,2,,9,,,,,2,10000,,,,,32736.75,43776.75
,3660,1,2,2013,543.3023074,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,99999998,1,,2,2,2,,,2,,,,2,,2,2,2,1,2,1,2,2,2,1,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,4000,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,3,2,,,,0,2,2,,,,2,,,,1,4,4,,99999998,,2,4,2,2,2,2,2,4,1,2,2,1,2,2,2,2,1,2,1,,1,,,,60,3,99999998,,2007,,,,,,,,,,12,2013,25,,2,1,4,2,,4,,,,,2,,,,,,63089,63089
,3661,1,2,2013,233.4705926,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,,1,,,2,900000,,,2,2,3000,1,,1,1,1,,,2,,,,2,,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,3,3,2,,2,2,,,2,,,,,,,3,,,,1000,,2,2,2,1,1,,,2,1,1,2,2,2,,,,,,,7,2,,12,,0,2,2,,,,2,2,,,1,4,3,,120000,,2,3,2,1,1,2,3,4,1,2,2,1,1,1,2,2,2,2,1,,1,2,,,90,5,6,,1993,,,,,,,,,,1,2013,1,,2,1,4,2,,10,,,,,99999998,,,,,,40368,214368
,3662,1,2,2013,581.6708981,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,,1000,2,1250000,,,1,1,30000,1,,2,2,2,2,,99999998,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,,2,1,,,1,1,2,2,2,2,2,3,,,,,2,1,2,1,5,5,,,4,1,2,2,2,2,,,,,,,5,2,,12,,0,2,2,,,,2,0,,,,2,4,,99999998,,2,1,2,1,1,2,,,4,,1,1,2,1,2,1,2,2,1,,2,2,58000,4,150,3,6,,2001,,,,,,,,,,,,,,1,1,8,2,,99999998,,,,,1,300000,,,,,4466,256466
,3663,1,2,2013,652.4085053,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,400000,,,2,2,99999998,1,,2,1,1,,,2,,,,2,,1,2,2,1,1,1,2,2,1,1,1,1,2,2,,3,3,2,,2,1,2,,2,,,,,,,3,48000,6000,,,,1,2,1,4,4,,,3,,2,2,2,2,,,,,,,8,2,,,,1,2,1,,,1,2,2,1,,,3,3,,120000,,2,1,1,2,2,1,4,8,1,4,2,1,2,2,2,2,2,2,1,,2,,,,98,4,5,,1995,11,2013,1,11,2013,1,,,,,,,,2,1,4,1,,3,0,,100,,3,,,,,,0,168000
,3664,1,2,2013,930.9117794,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,,1,,,2,600000,,,2,2,8000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,4,4,1,,2,2,1,25,1,,,,,,,3,99999998,,,200000,,99999998,2,1,4,4,1,,2,,1,2,2,2,,,,,,,4,2,,12,,0,2,1,,,,2,7,,,1,4,3,,6200000,,2,4,2,1,,2,2,2,3,8,2,1,2,1,2,2,2,2,1,,1,2,,,95,2,4,,1983,0,,,,,,,,,12,2013,17,,2,1,4,1,,6,,,,,1,,,,,,41266,74866
,3665,1,2,2013,692.9410239,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,600000,,,1,2,30000,1,,2,2,1,,,2,,,,2,,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,,2,2,1,99999998,2,,,,,,,3,,,,,2,1,2,1,5,5,1,,3,,3,2,2,2,,1,,,,,2,2,,1,,0,2,2,,,,1,1,,,,4,4,,450000,,2,3,2,1,,2,,,1,,2,1,2,1,2,2,2,2,1,,2,2,,,160,5,5,,2009,,,,,,,,,,,,,,2,1,6,2,,6,,,,,1,60000,,,,,19206,187150.75
,3667,1,2,2013,237.324225,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,2,99999998,,,2,2,0,2,,,,,,,2,,,,2,,2,2,2,2,2,1,2,2,1,2,1,2,2,2,,2,2,2,,2,2,2,,1,,,,,,,3,,,,,,2,2,2,4,4,,,2,,2,2,2,2,,,,3,,,5,2,,,,0,2,1,,,,1,1,,,,3,3,,171000,,2,4,2,2,2,2,3,4,2,1,2,1,1,1,2,1,1,2,1,,2,,,,69,3,6,,1994,,,,,,,,,,,,,,2,1,4,2,,4,,,,,3,,,,,,39532,39532
,3669,1,2,2013,273.3193818,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,448500,,,1,2,99999998,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,1,1,2,2,1,2,1,,2,2,2,,2,1,1,50,1,,,,,,,3,,,,150000,2,1,2,1,3,3,1,,2,,1,2,2,2,,2,,1,,,6,2,,,,0,2,1,,,,1,1,,,1,3,3,,106000,,2,3,2,2,2,2,,,2,,2,1,2,1,2,2,2,2,1,,1,,,,100,5,9,,1991,,,,,,,,,,10,2013,29,,1,1,5,2,,6,,,,,3,100000,,,,,0,240400
,3670,1,2,2013,618.2074747,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,330000,,,2,2,100,2,,,,,,,2,,,,2,,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,3,,,2,,1,2,2,2,,,,,,,1,2,,3,,0,2,1,,,,2,2,,,,99999998,3,,70000,,2,4,2,1,2,2,3,3,3,2,2,1,2,1,2,2,2,2,1,,2,2,,,70,2,3,,1994,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,1,,,,,,17261.25,17261.25
