Siduri,wave,s_seker,MishkalPrat,MishkalOrech,MisparPrat,NifkadGalKodem,k_ShnatAliya,yachas1,MatzavBriut,BeayaBriut,BeayaMafria,KoshiHalicha,KoshiLevush,KoshiLehitrachetz,KoshiMB,KoshiZikaron,KoshiReia,KoshiShmia,dat,MaonGanYesodi,Limudim,MaonGan,BateySeferLamad,BSYsh,Kita,TeudaGvoha,TeudaEretz,KriaHanaa,IvritDibur,IvritKria,IvritKtiva,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetAcheret,SafaNosefetLoYodea,K_Gova,K_Mishkal,K_ShnLimKlali,M_eretz,M_eretzav,M_eretzem,SemelAnaf1,SemelMishlach1,SemelAnafY1,SemelMishlachY1,c_SachLemaase,ShaotBdk,MikumAvoda1,MikumAvodaY1,KamaAvadK,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,PaamAchronaChashavAni,Shana,hatavotLoBBruto,KamaAvadN2,KamaAvadNY1,Avad12Hodashim1,K_SafaIkarit,K_SfatEm,K_sug_mosad,K_SemelMiktzLim1,K_SemelMiktzLim2,AchAcherZ1,AchnHartzaa1,AchnMeshekBayit1,AchnShiurPrati1,AchnSmartafut1,AvadShana1,Bituach1,ChipesChodesh1,ChipesShana1,HashavAni1,HavraaKalul1,HishtatfutKalul1,IkaritPachot351,KamaAvadY1,MaanakKalul1,MamadAvoda1,MamadAvoday1,MatanaKalul1,Mazav1,MekabelSachar1,MekabelSacharY1,MekomotAvoda1,Min1,MisparAv1,MisparEm1,misparhodashimachacher1,misparhodashimbituah1,misparhodashimhartzaa1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimsmartafut1,MisparMeshivP1,MisraMelea1,MisraMeleaY1,Ofen_Mehush1,Oved351,Oved35Y1,pidyonkalul1,pitzuyimkalul1,rechevkalul1,schumachacherz1,schumachnhartzaa1,schumachnshiurprati1,schummeshekbayit1,schumsmartafut1,ShaotAvodaY1,SibaIkarit12Chod1,SibaLoZamin1,tashlumacherkalul1,Tlush1,Yamim1,YamimY1,Zminut1,BrutoSachirnew,BrutoAzmaiShnatinew,schumbituach1,achnbruavodkodem1,SacShnati_LePratnew,gilm
911,2,2013,430.1225151,378.5241968,1,1,,1,2,1,2,2,1,1,2,1,1,1,1,,1,,1,,,5,1,2,1,1,1,0,1,1,0,0,0,0,1,0,8,10,6,1,2,1,O,X,,,50,50,2,,0,1,1,1,,,0,12,12,12,1,1,1,1,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,,,0,2,6,,,16500,0,0,0,198000,48
911,2,2013,453.8758823,437.5724395,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,3,1,1,1,0,1,1,0,0,0,0,0,0,4,6,6,1,2,1,Q,2,,,40,40,1,,0,1,1,1,,2013,0,12,12,12,1,1,1,1,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,2,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,6,,,0,204000,0,0,204000,46
911,2,2013,443.7910833,449.6832714,3,1,,3,1,,,,,,,1,1,1,1,,2,,,1,9,,,3,,,,0,0,1,0,0,0,0,0,0,4,5,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,14
911,2,2013,425.3423374,269.4195109,4,1,,3,1,2,,,,,,1,1,1,1,,2,,2,1,12,,,2,1,1,1,0,0,1,0,0,0,0,0,0,7,8,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,17
912,2,2013,699.2728067,637.3291855,1,1,,1,2,2,,,,,,1,1,1,1,,1,,1,,,2,,4,1,1,1,0,0,1,0,0,0,0,0,0,6,8,6,1,1,1,Q,3,,,60,60,2,,0,1,1,1,,2013,0,11,11,11,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,6,,,0,216000,0,0,216000,47
912,2,2013,415.9085657,311.1755742,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,4,1,1,1,0,0,1,0,0,0,0,0,0,5,3,6,1,4,4,R,2,,,998,998,1,,0,6,0,2,,,0,12,12,12,1,1,1,5,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,2,2,,,0,0,0,0,0,0,,,,99999998,99999998,,0,0,0,0,0,0,0,0,,,,0,,9,,,0,45552,0,0,45552,48
912,2,2013,558.706584,645.3923279,3,1,,3,2,,,,,,,2,1,1,1,,2,,,1,8,,,2,,,,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
912,2,2013,535.48071,645.3923279,4,1,,3,2,2,,,,,,2,1,1,1,,2,,2,2,10,,,2,1,1,1,1,0,0,0,0,0,0,0,1,4,3,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,,,,,1,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,15
912,2,2013,527.8050589,989.4017373,5,1,,3,2,1,1,3,1,2,2,1,1,1,1,,1,,1,,,2,,3,1,1,1,0,0,1,0,0,0,0,1,0,8,8,4,1,1,1,,,,,0,0,,,0,6,0,5,,,0,12,12,12,1,1,,,,2,2,2,2,2,2,0,2,2,4,0,0,,,0,,,0,5,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,6,5,0,,,,2,706,0,0,0,8472,20
912,2,2013,756.4115766,1415.355187,6,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,2,1,1,1,0,0,1,0,0,0,0,0,0,4,3,4,1,1,1,I,5,,,30,30,1,,4,2,4,1,,,0,8,8,12,1,1,,,,2,2,2,2,1,,2,,,,0,0,3,,0,1,,0,5,1,,2,2,,,0,0,0,0,0,2,,,,,,,0,0,0,0,0,0,0,300,,,,0,2,4,,,1500,0,0,0,12600,18
914,2,2013,404.563805,437.5724395,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,5,1,3,1,1,1,0,0,1,0,1,0,0,1,0,4,6,6,1,3,3,M,1,,,45,45,1,,0,1,1,1,,,0,12,12,12,1,1,1,6,5,0,0,0,0,0,,2,,,4,1,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,17000,0,0,0,204000,48
914,2,2013,383.3911607,378.5241968,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,6,8,6,1,4,4,M,1,,,72,72,1,,0,1,1,1,,2013,0,12,12,12,1,1,2,14,,0,0,0,0,0,,2,,,4,0,0,,,0,3,,0,1,,,1,1,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,6,,,0,264000,0,0,264000,47
914,2,2013,587.87317,467.8101884,3,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,4,1,1,1,0,0,1,0,0,0,0,0,0,7,8,4,1,1,1,M,8,,,42,42,1,,0,1,1,1,,,0,3,3,3,1,1,,,,0,0,0,0,0,,2,,,,0,0,,,0,1,,0,5,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,5500,0,0,0,16500,18
914,2,2013,395.5746853,449.6832714,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,5,,,3,,,,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,10
915,2,2013,557.0486942,290.1078011,1,1,2,1,3,1,2,3,2,2,2,2,1,1,1,,1,,1,,,3,,1,1,1,1,1,0,0,0,0,0,0,0,0,3,6,5,3,,,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,2,,,,0,0,0,0,0,2,0,2,2,4,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,3,5,0,,,,2,0,0,0,0,0,68
915,2,2013,622.619804,281.4452917,3,1,,5,2,2,,,,,,1,1,1,1,,2,,2,1,9,,,1,1,1,1,0,0,1,0,0,0,0,0,0,6,4,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,1,2,2,2,2,2,0,2,2,,0,0,,,0,,,0,,,,,1,,,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,15
917,2,2013,655.982074,512.6811407,1,1,,1,2,2,,,,,,2,2,1,1,,1,,1,,,2,,2,1,1,1,0,0,1,0,0,0,0,0,0,8,17,5,1,1,4,N,6,,,50,50,3,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,56774,0,0,56774,47
917,2,2013,502.3300539,519.1673037,2,1,,3,1,2,,,,,,2,1,1,1,,2,,2,1,10,,,1,1,1,1,0,0,1,0,0,0,0,0,0,7,6,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,,,,,1,1,5,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,15
917,2,2013,524.1180555,519.1673037,3,1,,3,1,,,,,,,2,1,1,1,,2,,,2,7,,,1,,,,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,1,5,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
917,2,2013,524.1180555,519.1673037,4,1,,3,1,,,,,,,3,1,1,1,,2,,,1,7,,,2,,,,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,5,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
917,2,2013,536.028221,440.9301671,5,1,,2,2,2,,,,,,2,1,1,1,,1,,1,,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,5,8,6,1,4,4,P,2,,,36,36,1,,0,1,1,1,,,0,12,12,12,1,1,1,3,5,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,10000,0,0,0,120000,47
918,2,2013,747.5143767,609.9851174,1,1,,1,1,1,4,,,,,1,2,1,1,,2,,1,,,3,,3,1,1,1,0,0,1,0,0,0,0,0,0,9,14,6,1,1,1,M,3,,,40,40,2,,0,1,1,1,,,0,12,12,12,1,1,1,5,,0,0,0,0,0,,2,,,4,1,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,4,,,30166.41667,0,0,0,361997,49
918,2,2013,772.5170298,653.2455433,2,1,,2,2,2,,,,,,2,2,1,1,,1,,1,,,3,,2,1,1,1,1,0,0,0,0,0,0,0,1,6,7,6,1,1,1,P,1,,,53,53,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,2,2,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,5,,,8633.666667,0,0,0,103604,47
918,2,2013,588.5544103,1033.096362,3,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,3,1,1,1,0,0,1,0,0,0,0,0,0,5,5,4,1,1,1,X,X,,,998,998,2,,0,6,0,1,,,0,3,3,3,1,,,,,2,2,2,2,1,,2,,,,0,0,,,0,1,,0,5,1,,3,2,,,0,0,0,0,0,5,,,,,2,,0,0,0,0,0,0,0,2500,,,,0,2,9,,,3050,0,0,0,21650,19
918,2,2013,597.2507437,617.7023176,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,8,,,2,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
918,2,2013,572.4225585,622.7436161,5,1,,3,1,2,,,,,,2,1,1,1,,2,,2,2,12,,,4,1,1,1,0,0,1,0,0,0,0,0,0,7,5,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,1,2,2,2,2,2,0,2,2,,0,0,,,0,,,0,5,,,,1,1,2,12,0,0,0,0,0,,,,,,,0,0,0,200,0,0,0,0,,1,1,0,,,,2,0,0,0,0,2400,17
920,2,2013,895.4675283,2641.379104,1,1,,1,1,1,2,1,1,1,1,1,2,1,1,,1,,1,,,3,,5,1,1,1,1,0,0,0,0,0,0,0,1,8,10,6,1,4,4,E,7,,,50,50,1,,0,3,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,3,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,8500,0,0,0,102000,55
920,2,2013,692.6258696,1737.449424,5,1,,3,1,,,,,,,1,1,1,1,,2,,,1,8,,,5,,,,0,0,1,0,0,0,0,0,0,5,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
921,2,2013,408.6905302,542.1947746,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,5,1,2,1,1,1,0,0,1,0,0,0,1,0,0,4,6,6,1,2,1,P,2,,,40,40,2,,0,1,1,1,,,0,12,12,12,1,1,2,2,1,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,3,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,15817.16667,0,0,0,189806,42
921,2,2013,535.713376,736.0118245,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,3,,2,1,1,1,0,1,1,0,0,0,1,0,0,7,13,6,1,1,2,J,1,,,43,43,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,25000,0,0,0,300000,48
921,2,2013,414.3633701,626.4408348,3,1,,3,1,,,,,,,1,1,1,1,,2,,,1,9,,,1,,,,0,1,1,0,0,0,0,0,0,5,3,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,14
921,2,2013,414.3633701,626.4408348,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,6,,,1,,,,0,0,1,0,0,0,0,0,0,99999998,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,11
921,2,2013,400.4050376,694.2185888,5,1,,3,1,2,,,,,,1,1,1,1,,2,,2,1,11,,,2,1,1,1,0,0,1,0,0,1,0,0,0,7,7,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,,2,,0,0,,,0,,,0,5,,,,1,2,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,1,,0,,,,1,0,0,0,0,0,16
922,2,2013,573.2419376,635.8720838,1,1,,1,4,1,1,2,1,1,3,1,1,1,1,,1,,1,,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,7,5,6,1,2,2,J,2,,,27,27,2,,0,2,3,1,,,0,12,12,12,1,1,1,10,,0,0,0,0,0,,1,,,2,0,0,,,0,1,,0,1,1,,1,1,,,0,12,0,0,0,0,,2,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,12960,0,0,0,155520,50
922,2,2013,604.8990254,782.5781896,2,1,,2,2,2,,,,,,1,1,1,1,,1,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,1,0,0,6,99999998,6,1,2,2,J,2,,,36,40,2,,0,1,1,1,,,0,12,12,12,1,1,1,10,,0,0,0,0,0,,1,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,3,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,17467.63636,0,0,0,209611.6364,47
922,2,2013,800.7532839,653.4933265,3,1,7,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,2,1,1,1,0,0,1,0,0,0,0,0,0,4,4,4,2,,,,,,,0,0,,,0,1,9,1,,,0,12,12,12,1,1,,,,2,2,2,2,2,,2,,,4,0,0,,,0,,,0,5,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,356,0,0,0,4272,21
922,2,2013,566.8711985,497.1874209,4,1,,3,3,1,1,1,1,1,1,2,1,1,1,,2,,2,1,12,,,3,1,1,1,0,0,1,0,0,0,0,0,0,7,3,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,1,2,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,17
922,2,2013,591.4585997,565.5332444,5,1,8,3,1,,,,,,,1,1,1,1,,2,,,1,5,,,1,,,,0,0,1,0,0,0,0,0,0,1,99999998,1,2,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,1,2,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,10
923,2,2013,528.250348,433.88225,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,4,1,1,1,0,0,1,0,0,0,0,0,0,2,3,5,1,3,3,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,1,4,,0,0,0,0,0,2,0,2,2,4,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,5,5,0,,,,2,0,0,0,0,0,47
923,2,2013,818.4427416,536.1485361,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,5,1,2,1,1,1,0,1,1,0,1,0,0,0,0,8,11,6,1,4,3,O,1,,,60,60,1,,0,1,1,1,,,0,12,12,12,1,1,1,5,7,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,6,,,36000,0,0,0,432000,47
923,2,2013,686.0612436,0,3,0,,3,1,,,,,,,1,1,1,1,,2,,,1,9,,,1,,,,0,1,1,0,0,0,0,0,0,5,4,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,14
923,2,2013,686.0612436,0,4,0,,3,1,,,,,,,1,1,1,1,,2,,,1,6,,,1,,,,0,0,1,0,0,0,0,0,0,2,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
923,2,2013,800.186762,0,5,0,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,2,1,1,1,0,1,1,0,0,0,0,0,0,5,4,4,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,6,5,0,,,,2,0,0,0,0,0,19
923,2,2013,754.7356637,0,6,0,,3,1,2,,,,,,2,1,1,1,,2,,2,2,12,,,2,1,1,1,0,0,1,0,0,0,0,0,0,8,8,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,2,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,17
924,2,2013,347.6875261,489.9180992,1,1,,1,2,1,3,1,1,1,1,1,1,2,1,,1,,1,,,7,,5,2,3,3,0,1,0,0,0,0,0,0,0,7,8,2,1,4,4,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,2,0,0,,,0,,,0,1,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,2,2,0,,,,2,0,0,0,0,0,56
924,2,2013,428.0456002,494.3198815,2,1,,3,2,2,,,,,,2,1,1,1,,2,,2,1,12,,,1,1,1,1,0,0,1,0,0,0,0,0,0,3,3,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,2,1,14,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,17
924,2,2013,418.8434132,366.2383455,3,1,,3,1,2,,,,,,1,1,1,1,,2,,2,1,12,,,1,1,1,1,0,0,1,0,0,0,0,0,0,3,3,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,1,14,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,17
924,2,2013,446.940986,421.6212291,14,1,,2,2,1,2,1,1,1,1,1,1,2,1,,1,,1,,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,2,3,6,1,4,4,Q,3,,,45,45,1,,0,1,1,1,,,0,12,12,12,1,1,1,11,,0,0,0,0,0,,2,,,4,0,0,,,1,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,,,1,1,5,,,8080,0,0,0,96960,49
924,2,2013,437.0102755,433.2905743,15,1,,3,3,,,,,,,3,1,1,1,,2,,,1,5,,,4,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,1,14,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,11
925,2,2013,891.7802768,821.1531762,1,1,,1,1,1,2,1,1,1,1,3,2,1,1,,1,,1,,,2,,4,1,1,1,0,0,1,0,0,0,0,0,0,4,7,4,1,3,1,C,3,,,3,60,1,,0,2,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,5,2,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,5500,0,0,0,66000,22
925,2,2013,735.5107563,846.3205526,2,1,,6,2,2,,,,,,2,3,1,1,,1,,1,,,3,,2,1,1,1,0,0,1,0,0,0,0,1,0,2,2,5,1,2,2,P,2,,,58,50,1,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,2,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,9,,,0,0,0,0,0,47
925,2,2013,460.7397078,486.4722096,3,1,4,6,4,1,1,3,1,2,2,2,1,3,1,,1,,1,,,1,,5,3,2,3,1,0,0,0,0,0,0,0,0,7,10,4,3,,,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,11,,,,0,0,0,0,0,2,0,,1,99999999,0,0,,,0,,,0,1,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,2,,0,,,,1,0,0,0,0,0,55
925,2,2013,571.4302623,488.9465422,4,1,,8,1,2,,,,,,2,1,1,1,,2,,2,1,10,,,3,2,1,1,0,0,1,0,0,0,0,0,0,2,3,1,1,3,1,X,9,,,2,2,1,,0,6,0,1,,,0,1,1,1,1,1,,,,0,0,0,0,0,,0,,,,0,0,7,,0,6,,0,,,,1,2,3,2,0,0,0,0,0,0,3,,,,,,0,0,0,0,0,0,0,0,,,,0,,1,,,0,0,0,0,0,15
925,2,2013,574.0479202,0,5,0,,8,1,2,,,,,,2,1,1,1,,1,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,3,3,5,1,3,1,N,5,,,45,45,1,,0,1,1,1,,,0,12,12,12,1,1,2,7,,0,0,0,0,0,,2,,,3,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,2255.2,0,0,0,27062.4,26
926,2,2013,417.4009659,320.7038352,1,1,2,1,4,1,1,3,2,2,4,2,2,2,1,,1,,1,,,7,,5,2,4,4,1,1,0,0,0,0,1,1,0,2,8,1,2,,,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,12,,,,0,0,0,0,0,2,0,2,2,4,0,0,,,0,,,0,3,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,3,2,0,,,,2,0,0,0,0,0,77
926,2,2013,472.0098775,576.8220596,2,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,1,1,1,1,0,0,1,0,0,0,0,0,0,9,10,4,1,4,2,H,8,,,43,43,1,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,2,0,0,,,0,1,,0,3,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,6,,,7500,0,0,0,90000,45
