Siduri,wave,s_seker,MishkalPrat,MishkalOrech,MisparPrat,NifkadGalKodem,k_ShnatAliya,yachas1,MatzavBriut,BeayaBriut,BeayaMafria,KoshiHalicha,KoshiLevush,KoshiLehitrachetz,KoshiMB,KoshiZikaron,KoshiReia,KoshiShmia,dat,MaonGanYesodi,Limudim,MaonGan,BateySeferLamad,BSYsh,Kita,TeudaGvoha,TeudaEretz,KriaHanaa,IvritDibur,IvritKria,IvritKtiva,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetAcheret,SafaNosefetLoYodea,K_Gova,K_Mishkal,K_ShnLimKlali,M_eretz,M_eretzav,M_eretzem,SemelAnaf1,SemelMishlach1,SemelAnafY1,SemelMishlachY1,c_SachLemaase,ShaotBdk,MikumAvoda1,MikumAvodaY1,KamaAvadK,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,PaamAchronaChashavAni,Shana,hatavotLoBBruto,KamaAvadN2,KamaAvadNY1,Avad12Hodashim1,K_SafaIkarit,K_SfatEm,K_sug_mosad,K_SemelMiktzLim1,K_SemelMiktzLim2,AchAcherZ1,AchnHartzaa1,AchnMeshekBayit1,AchnShiurPrati1,AchnSmartafut1,AvadShana1,Bituach1,ChipesChodesh1,ChipesShana1,HashavAni1,HavraaKalul1,HishtatfutKalul1,IkaritPachot351,KamaAvadY1,MaanakKalul1,MamadAvoda1,MamadAvoday1,MatanaKalul1,Mazav1,MekabelSachar1,MekabelSacharY1,MekomotAvoda1,Min1,MisparAv1,MisparEm1,misparhodashimachacher1,misparhodashimbituah1,misparhodashimhartzaa1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimsmartafut1,MisparMeshivP1,MisraMelea1,MisraMeleaY1,Ofen_Mehush1,Oved351,Oved35Y1,pidyonkalul1,pitzuyimkalul1,rechevkalul1,schumachacherz1,schumachnhartzaa1,schumachnshiurprati1,schummeshekbayit1,schumsmartafut1,ShaotAvodaY1,SibaIkarit12Chod1,SibaLoZamin1,tashlumacherkalul1,Tlush1,Yamim1,YamimY1,Zminut1,BrutoSachirnew,BrutoAzmaiShnatinew,schumbituach1,achnbruavodkodem1,SacShnati_LePratnew,gilm
881,2,2013,730.2564138,0,4,0,,3,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,,,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0
882,2,2013,340.9748352,286.3394364,1,1,,1,4,1,1,2,3,1,3,3,3,2,3,,1,,1,,,7,,5,3,5,5,1,0,0,0,0,0,0,0,0,4,6,3,1,1,1,F,7,,,12,12,1,,0,6,0,1,,,0,7,7,7,2,2,,,,0,0,0,0,0,,2,,,1,0,0,4,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,2,,,,,0,0,0,0,0,0,0,0,,,,0,,4,,,0,0,0,0,0,36
882,2,2013,447.1277787,250.5053155,2,1,,2,2,2,,,,,,1,1,1,3,,1,,1,,,1,,1,3,3,3,1,0,0,0,0,0,0,0,0,2,3,5,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,2,2,,,,0,0,0,0,0,2,0,2,2,1,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,5,4,0,,,,2,0,0,0,0,0,27
882,2,2013,429.9102376,307.5751092,3,1,,3,1,,,,,,,,1,1,3,,,1,,,,,,,,,,,,,,,,,,,99999998,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,,,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,1
882,2,2013,429.9102376,0,4,0,,3,1,,,,,,,,1,1,3,,,2,,,,,,,,,,,,,,,,,,,99999998,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,,,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0
884,2,2013,905.9999953,0,1,0,,1,1,2,,,,,,1,1,1,1,,1,,1,,,1,,1,1,1,1,0,0,1,0,0,0,0,0,0,7,7,4,1,1,1,C,7,,,35,35,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,5,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,5000,0,0,0,60000,27
884,2,2013,972.0106696,966.8038366,2,1,,6,2,2,,,,,,1,1,2,1,,1,,1,,,7,,1,2,5,5,1,0,0,0,0,0,0,0,0,6,10,4,1,2,2,F,7,,,35,35,2,,0,1,1,1,,,0,12,12,12,1,13,,,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,86975,0,0,86975,62
884,2,2013,688.3440652,447.7248724,3,1,,6,4,1,1,4,3,4,4,1,2,1,1,,1,,1,,,7,,1,1,2,1,1,0,0,0,0,0,0,0,1,6,11,4,1,2,2,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,4,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,2,2,0,,,,2,0,0,0,0,0,60
884,2,2013,948.6147346,0,4,0,,8,2,2,,,,,,1,1,1,1,,1,,1,,,3,,1,1,1,1,1,0,0,0,0,0,0,0,1,6,4,5,1,1,1,S,5,,,35,35,2,,0,3,1,1,,,0,6,6,6,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,5,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,1000,0,0,0,6000,29
885,2,2013,820.8334418,1077.249258,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,1,,2,1,1,1,0,1,1,0,0,0,0,0,0,6,10,4,1,4,4,G,5,,,70,70,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,6,,,0,325081,0,0,325081,52
885,2,2013,848.2884506,875.2286963,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,2,,1,1,1,1,0,0,1,0,0,0,0,0,0,4,9,4,1,1,2,M,1,,,65,65,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,32868.08333,0,0,0,394417,52
889,2,2013,352.8881346,387.2138074,1,1,,1,1,2,,,,,,1,1,1,4,,1,,1,,,7,,2,2,3,3,1,0,0,0,0,0,0,0,0,5,8,4,1,3,3,F,8,,,48,48,3,,0,3,1,1,,,0,12,12,12,2,2,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,6,,,5000,0,0,0,60000,27
889,2,2013,281.8203365,254.3837245,2,1,,2,1,2,,,,,,1,1,1,4,,1,,1,,,2,,4,3,3,3,1,0,1,0,0,0,0,0,0,5,5,4,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,2,2,,,,0,0,0,0,0,2,0,,2,4,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,8,,0,,,,1,0,0,0,0,0,20
890,2,2013,543.1589026,316.7657489,1,1,,1,3,1,1,3,3,3,3,2,1,2,1,,1,,1,,,1,,2,1,1,1,0,1,0,0,0,0,0,0,0,5,7,6,1,1,4,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,3,0,0,,,0,,,0,1,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,2,5,0,,,,2,0,0,0,0,0,60
890,2,2013,766.9946983,415.3792713,2,1,2,2,2,2,,,,,,1,1,2,1,,1,,1,,,1,,3,1,1,1,1,0,0,0,0,0,0,0,0,6,15,4,3,,,G,8,,,21,21,1,,0,2,3,1,,,0,11,11,11,1,13,,,,0,0,0,0,0,,2,,,4,0,0,9,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,70000,0,0,70000,65
890,2,2013,714.9069601,598.4346799,3,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,3,1,1,1,0,0,1,0,0,0,0,0,0,7,17,4,1,3,1,C,7,,,72,72,1,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,3,0,0,,,0,2,,0,5,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,6,,,0,-43000,0,0,-43000,27
892,2,2013,403.2694975,238.2165462,2,1,,6,2,2,,,,,,1,1,1,1,,1,,1,,,3,,3,2,2,2,1,0,0,0,0,0,0,0,0,8,7,2,1,3,3,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,13,,,,0,0,0,0,0,2,0,,1,1,0,0,,,0,,,0,4,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,3,,0,,,,1,0,0,0,0,0,61
892,2,2013,585.1779169,717.4134103,4,1,,8,1,1,2,1,1,1,1,1,1,1,1,,1,,1,,,7,,4,1,1,1,1,0,0,0,0,0,0,0,1,7,6,4,1,1,1,,,G,4,0,0,,1,0,4,0,1,,,0,,4,4,1,1,,,,0,0,0,0,0,1,2,1,1,3,0,0,,4,0,,1,0,5,,1,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,45,,,0,2,,5,1,3500,0,0,0,14000,22
895,2,2013,875.2358409,1144.193809,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,2,,1,1,1,1,1,0,0,0,0,0,0,0,1,6,6,4,1,1,3,C,8,,,32,40,1,,5,2,1,1,,,0,2,2,7,1,1,,,,0,0,0,0,0,,2,,,2,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,4000,0,0,4700,8000,33
895,2,2013,644.0930608,940.1865035,3,1,,3,1,,,,,,,1,1,1,1,1,,,,1,2,,,1,,,,1,0,0,0,0,0,0,0,1,99999998,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,7
895,2,2013,644.0930608,940.1865035,4,1,,3,1,,,,,,,1,1,1,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,99999998,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,5
895,2,2013,644.0930608,940.1865035,5,1,,3,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,99999998,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,,,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,3
895,2,2013,644.0930608,940.1865035,6,1,,3,1,,,,,,,1,1,1,1,,2,,,1,7,,,3,,,,1,0,0,0,0,0,0,0,1,99999998,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
897,2,2013,795.6054826,1360.676523,1,1,,1,1,1,2,1,1,1,1,1,2,1,1,,1,,1,,,1,,3,1,1,1,0,0,1,0,0,0,0,0,0,3,6,4,1,4,4,Q,5,,,20,20,1,,0,2,3,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,6,,0,1,,1,1,1,,1,2,,,0,0,0,0,0,0,,2,,,,,0,0,0,0,0,0,0,0,,,,0,1,5,,,2185,0,0,0,26220,49
897,2,2013,808.6941448,1373.187665,2,1,,2,2,1,3,2,1,1,1,1,1,1,1,,2,,1,,,7,,2,2,2,2,1,0,0,0,0,0,0,0,1,7,9,6,1,3,3,C,7,,,45,45,1,,0,1,1,1,,,300,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,2,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,6,,,5000,0,0,0,60300,48
899,2,2013,611.8031336,564.3883234,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,3,,2,1,1,1,0,0,1,0,0,0,0,0,0,4,3,5,1,1,1,M,2,,,46,46,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,5,,,18533.20139,0,0,0,222398.4167,47
899,2,2013,458.4309588,517.1485933,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,8,9,6,1,1,1,M,2,,,17,57,1,,0,2,1,1,,,0,12,12,12,1,1,1,14,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,350000,0,0,350000,48
899,2,2013,453.3361745,531.6251675,3,1,,3,1,2,,,,,,3,1,1,1,,2,,2,1,12,,,3,1,2,3,0,0,1,0,0,0,0,0,0,6,99999998,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,9,1,0,,,,2,0,0,0,0,0,17
899,2,2013,472.9991216,506.4504698,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,7,,,2,,,,1,0,0,0,0,0,0,0,1,2,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
900,2,2013,955.9471739,841.9639193,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,2,,3,1,1,1,0,0,1,0,0,0,0,0,0,6,9,4,1,1,1,G,7,,,50,50,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,6,,,17000,0,0,0,204000,48
900,2,2013,743.6259442,257.6385265,2,1,,2,1,2,,,,,,1,1,1,1,,2,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,4,3,6,1,1,3,P,2,,,40,40,2,,0,1,1,1,,,0,12,12,12,1,1,1,3,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,11000,0,0,0,132000,45
900,2,2013,752.3046365,382.0045437,3,1,,3,1,2,,,,,,1,1,1,1,,2,,2,1,12,,,4,1,1,1,0,1,1,0,0,0,0,0,0,6,5,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,18
900,2,2013,752.3046365,382.0045437,4,1,,3,1,2,,,,,,1,1,1,1,,2,,2,1,12,,,4,1,1,1,0,1,1,0,0,0,0,0,0,6,5,1,1,1,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,,,,0,0,0,0,0,2,0,2,2,,0,0,,,0,,,0,5,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,1,1,0,,,,2,0,0,0,0,0,18
900,2,2013,720.2103004,521.355557,5,1,,3,1,,,,,,,1,1,1,1,,2,,,1,8,,,3,,,,0,0,1,0,0,0,0,0,0,6,7,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
901,2,2013,531.457097,343.2714516,1,1,,1,1,1,4,,,,,1,1,1,1,,2,,1,,,5,1,3,1,1,1,0,0,1,0,0,0,0,0,0,7,8,6,1,3,4,R,3,,,60,60,1,,0,1,1,1,,,0,12,12,12,1,1,1,7,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,2,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,2500,30000,0,0,60000,48
901,2,2013,498.2169001,510.0950524,2,1,,2,1,2,,,,,,1,1,1,1,,2,,1,,,3,,4,1,1,1,0,0,1,0,0,0,0,0,0,4,5,6,1,2,1,Q,2,,,24,24,2,,0,6,0,1,,,0,9,9,9,1,1,1,9,,1,2,2,2,2,,2,,,4,0,0,3,,0,1,,0,1,1,,1,2,,,1,0,0,0,0,0,,2,,,,,0,0,0,2000,0,0,0,0,,,,0,,3,,,2534.53125,0,0,0,24810.78125,48
901,2,2013,950.5461137,617.1828078,3,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,3,,1,1,1,1,0,0,1,0,0,0,0,0,0,7,6,5,1,1,1,,,G,7,0,0,,1,6,1,9,1,,,0,6,12,12,1,1,,,,2,2,2,1,2,1,2,,2,4,0,0,,6,0,,1,0,5,,1,,1,,,0,0,0,0,1,0,,,99999998,,,99999998,0,0,0,0,0,120,0,0,999,,,0,2,,9,,2500,0,0,0,30120,20
901,2,2013,530.8432793,415.1704127,5,1,,3,1,,,,,,,1,1,1,1,,2,,,1,8,,,4,,,,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
904,2,2013,438.6678476,458.0119195,1,1,4,1,3,1,4,,,,,1,2,1,1,,1,,1,,,99999998,,3,2,3,3,1,0,0,0,1,0,0,0,0,5,11,4,4,,,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,9,,,,0,0,0,0,0,2,0,2,2,3,0,0,,,0,,,0,1,,,,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,3,5,0,,,,2,0,0,0,0,0,73
905,2,2013,479.6872632,721.5595445,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,6,5,6,1,2,2,C,2,,,60,60,2,,0,1,1,1,,,0,12,12,12,1,1,1,6,14,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,1,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,30000,0,0,0,360000,41
905,2,2013,486.9079399,525.1560736,2,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,7,11,6,1,2,2,M,2,,,50,50,2,,0,1,1,1,,2012,0,12,12,12,1,1,1,14,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,180000,0,0,180000,47
905,2,2013,486.3455752,635.1511692,3,1,,3,1,,,,,,,1,1,1,1,,1,,,,,,,1,,,,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,13
905,2,2013,486.3455752,635.1511692,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,5,,,2,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,10
905,2,2013,486.3455752,635.1511692,5,1,,3,1,,,,,,,1,1,1,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,2,1,0,0,0,0,0,0,2,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,5
906,2,2013,432.198099,557.2865256,1,1,2,1,3,1,2,2,2,1,2,2,2,1,1,,1,,1,,,7,,2,1,2,2,1,1,0,0,0,0,0,0,0,4,8,2,3,,,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,13,,,,0,0,0,0,0,2,0,2,2,2,0,0,,,0,,,0,4,,,,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,3,5,0,,,,2,0,0,0,0,0,78
907,2,2013,630.1555669,702.3494126,1,1,,1,2,1,2,2,1,1,2,1,2,1,1,,1,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,5,6,6,1,2,2,P,2,,,48,48,1,,0,1,1,1,,,0,12,12,12,1,1,3,3,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,2,,,0,0,0,0,0,0,,,,2,,,0,0,0,0,0,0,0,0,,,,0,,7,,,0,216725,0,0,216725,48
907,2,2013,616.1539588,631.40017,2,1,,3,1,,,,,,,1,1,1,1,,2,,,1,6,,,1,,,,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,1,4,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,11
907,2,2013,607.1823831,1111.85071,3,1,,3,1,2,,,,,,1,1,1,1,,1,,1,,,1,,2,1,1,1,0,0,1,0,0,1,0,0,0,3,3,4,1,1,1,,,P,5,0,0,,1,0,6,0,1,,,0,,10,10,1,1,,,,0,0,0,0,0,1,2,2,2,,0,0,,10,0,,1,0,5,,1,,2,,,0,0,0,0,0,0,,,2,,,2,0,0,0,0,0,0,0,0,12,,5,0,2,,3,2,1000,0,0,0,10000,18
907,2,2013,771.1734934,879.1357599,4,1,,2,1,2,,,,,,1,1,1,1,,1,,1,,,3,,1,1,1,1,0,0,1,0,0,0,0,0,0,7,10,5,1,2,2,J,1,,,45,45,2,,0,1,1,1,,,0,12,12,12,1,1,,,,0,0,0,0,0,,2,,,2,0,0,,,0,1,,0,1,1,,1,1,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,2,5,,,6000,0,0,0,72000,49
909,2,2013,481.1707896,317.8102678,1,1,,1,1,2,,,,,,1,1,1,1,,1,,1,,,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,8,11,5,1,1,3,K,3,,,35,35,3,,0,1,1,1,,2013,0,12,12,12,1,1,1,11,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,1,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,3,,,0,192000,0,0,192000,48
909,2,2013,342.5270527,227.3960761,2,1,,2,99999999,1,2,1,1,1,1,1,1,1,1,,1,,1,,,5,1,3,1,1,1,0,0,1,0,0,0,0,0,0,6,9,6,1,1,1,R,3,,,20,20,1,,0,6,0,1,,2013,0,7,7,7,1,1,4,3,,0,0,0,0,0,,2,,,4,0,0,,,0,2,,0,1,,,1,2,,,0,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,0,,,,0,,5,,,0,26374,0,0,26374,48
909,2,2013,489.5075803,251.7435734,3,1,,3,1,,,,,,,1,1,1,1,,2,,,2,4,,,1,,,,1,0,0,0,0,0,0,0,1,99999998,1,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,10
909,2,2013,489.5075803,251.7435734,4,1,,3,1,,,,,,,1,1,1,1,,2,,,1,7,,,1,,,,1,0,0,0,0,0,0,0,1,99999998,99999998,1,1,1,1,,,,,0,0,,,0,,0,,,,0,,0,0,1,1,,,,0,0,0,0,0,,0,,,,0,0,,,0,,,0,,,,,2,1,2,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,12
910,2,2013,476.240004,328.5699782,1,1,,1,3,1,2,99999998,2,2,3,2,4,1,1,,1,,1,,,1,,5,2,1,1,1,0,0,0,0,0,0,1,0,4,7,5,1,3,3,Q,5,,,35,35,1,,0,1,1,1,,,0,12,12,12,1,13,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,3,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,1,5,,,3852,0,0,0,46224,45
910,2,2013,379.295556,267.6262364,2,1,,3,1,2,,,,,,1,1,1,1,,2,,1,,,2,,2,1,1,1,1,0,0,0,0,0,0,0,1,3,4,5,1,3,1,,,,,0,0,,,0,6,0,5,,,0,,0,0,1,1,1,14,,1,2,2,2,2,2,0,1,2,4,0,0,,,0,,,0,5,,,,2,,,12,0,0,0,0,0,,,,,,,0,0,0,1500,0,0,0,0,,1,1,0,,,,2,0,0,0,0,18000,23
910,2,2013,530.7832866,0,3,0,,3,1,2,,,,,,1,1,1,1,,1,,1,,,2,,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,4,1,3,1,I,5,,,40,60,2,,6,1,1,1,,,0,4,4,10,1,1,,,,0,0,0,0,0,,2,,,4,0,0,,,0,1,,0,5,1,,1,2,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,,6,,,1448.361111,0,0,0,5793.444444,21
