Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,Leom,YachasKirvaKalkali,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,ShaotBdk,TchunatAvodaBederechKlal,TchunatAvodaShnatit,TchunatAvodaShvuit,Yachas1,Min1,gil1,Mazav1,MisparMeshivP1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,K_SemelMiktzLim1,K_SemelMiktzLim2,K_ShnatAliya,K_ShnLimKlali,M_eretz,M_eretzav,M_eretzem,MisparAchrai,SafaNosefetAcheret,SafaNosefetAnglit,SafaNosefetAravit,SafaNosefetIdish,SafaNosefetIvrit,SafaNosefetLoYodea,SafaNosefetRusit,SafaNosefetSfaradit,SafaNosefetZarfatit,dat,DatAteist,DatiutLoYehudi,datiutyehudi,MatzavBriut,BeayaBriut,BeayaMafria,KoshiHalicha,KoshiLevush,KoshiLehitrachetz,KoshiMB,KoshiZikaron,KoshiReia,KoshiShmia,MaonGanYesodi,Limudim,MaonGan,BateySeferLamad,BSYsh,Kita,TeudaGvoha,TeudaEretz,MiktzLim1MadaeiHevra,MiktzLim1Asakim,MiktzLim2MadaeiHevra,MiktzLim2Asakim,KriaHanaa,IvritDibur,IvritKria,IvritKtiva,misparav,misparem,K_Gova,K_Mishkal,K_SafaIkarit,K_SfatEm,K_sug_mosad,NifkadGalKodemH,Avad12Hodashim,ShanaAzmai,BrutoSachir,kamaAvadNY1,brutoazmaishnati1,schumbituach1,achnbruavodkodem1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,bituach1,misparhodashimbituah1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePrat,Tlush1,Ofen_Mehush1,HashavAni1,PaamAchronaChashavAni1,KamaAvaddY1
3727,4,2016,2,813.34945961,1092.9348627,1,1,C,,7,,35,1,1,1,3,2,27,1,,,,,1,1,1,5,35,,0,,1,,,,,,,,,0,,,,,7,5,4,,,,0,0,0,0,1,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,2,,,,,,2,1,1,1,,,4,5,1,7,,1,7,,5000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,35000,2,,4,,
3727,4,2016,3,729.02802232,958.94805367,1,3,,,,,0,0,,,3,2,14,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,4,4,1,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,1,1,1,,2,,,1,9,,,,,,,4,,,,,,4,2,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3727,4,2016,4,729.02802232,958.94805367,1,3,,,,,0,0,,,3,2,14,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,4,4,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,1,1,1,,2,,,1,9,,,,,,,3,,,,,1,3,2,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3727,4,2016,5,729.02802232,,1,3,,,,,0,0,,,5,1,2,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,4,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,2,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3727,4,2016,6,729.02802232,,1,3,,,,,0,0,,,5,2,1,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,4,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3729,4,2016,1,357.13455872,,1,1,Q,,5,,13,3,2,2,1,2,62,5,,,,,1,1,1,3,13,,2,,,,,,,,,,,0,,,6,99999998,7,6,2,,,,1,0,0,0,1,0,0,0,0,1,,,5,3,1,1,2,1,1,1,1,1,1,,1,,1,,,4,2,,2,,,5,2,3,3,,,5,11,3,3,,1,12,,1600,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,19200,2,,1,1,
3730,4,2016,1,628.80051006,1188.7167622,1,1,,,,,0,0,5,6,1,1,73,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,7,4,2,,,,1,0,0,0,0,0,0,0,0,1,,,5,2,2,,,,,,1,1,1,,1,,1,,,3,,,,,,4,3,4,4,,,4,9,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3732,4,2016,1,800.32911403,1144.353793,1,1,C,,7,,45,1,2,1,1,1,65,1,,,,,1,1,1,5,45,,0,,,,,,,,,,,0,,,,,7,5,2,,,,0,0,0,1,0,0,0,0,0,1,,,5,3,1,2,2,1,1,3,1,1,1,,1,,1,,,3,,,,,,2,2,3,4,,,5,11,1,3,,1,12,,7500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,90000,1,,4,,
3732,4,2016,2,723.4885026,1051.0486037,1,2,M,,3,,40,1,2,1,2,2,61,1,,,,,1,1,1,5,40,,0,,,,,,,,,,,0,,,6,,7,5,2,,,,0,0,0,0,1,0,0,0,0,1,,,,2,1,3,2,1,1,3,1,1,1,,1,,1,,,4,2,,2,,,5,1,1,1,,,2,7,3,3,,1,12,,8400,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,100800,2,,3,3,
3734,4,2016,1,708.64313289,1401.3248318,1,3,,,,,0,0,5,6,1,2,24,5,,,,2,,,,,0,,0,,,2,,,,,,,,0,1,2,,,,4,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,2,,1,,,2,,,,,,3,,,,,,5,5,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3734,4,2016,2,691.08928978,531.27763273,1,1,P,,2,,26,2,2,2,3,1,58,1,,,,,1,1,3,5,26,,1,,,,,,,,,,,0,,,3,5,,6,1,3,3,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,2,,1,,,4,1,,,6,,2,,,,,,6,8,1,1,3,1,12,,9000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,108000,2,,2,3,
3734,4,2016,3,821.3565445,636.13897517,1,3,G,,1,,45,1,2,1,3,2,54,1,,,,,1,1,1,5,45,,0,,,,,,,,,,,0,,,,,,5,1,3,3,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,1,,1,,,2,,,,,,2,,,,,,7,7,1,1,,1,12,,7500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,90000,2,,4,,
3734,4,2016,4,708.64313289,711.63384954,1,3,,,,,0,0,5,6,8,2,26,5,,,,2,,,,,0,,0,,,2,,,,,,,,0,1,2,9,,,5,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,2,,1,,,2,,,,,,2,,,,,,6,6,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3734,4,2016,5,809.57512177,524.1873448,1,3,,,,,0,0,5,6,8,2,16,5,2,,,2,,,,,0,,0,,,2,,,,,,,,0,1,2,,,,,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,2,,,2,10,,,,,,,2,,,,2,3,6,4,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3736,4,2016,1,487.98881889,689.40011734,2,2,,,,,0,0,5,6,1,2,23,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,5,2,,,,5,1,1,1,,0,0,0,0,1,0,0,0,0,3,,,,1,2,,,,,,1,1,1,,1,,1,,,2,,,,,,4,4,4,4,,,3,8,2,2,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3736,4,2016,2,527.11836577,530.80927498,2,1,G,,7,,998,1,2,3,2,1,31,1,,,,,2,2,,6,998,1,0,,1,,,,,,,,,0,,,,,,4,1,1,1,,0,0,0,0,1,0,0,0,0,3,,,,1,2,,,,,,1,1,1,,1,,1,,,1,,,,,,4,1,1,1,,,7,12,2,2,,1,12,2016,0,12,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,84000,,1,4,,
3736,4,2016,3,384.735006,389.04995006,2,3,,,,,0,0,,,3,1,4,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,0,0,0,0,3,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,2,1,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3736,4,2016,4,384.735006,,2,3,,,,,0,0,,,3,1,0,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,0,0,0,0,3,,,,1,,,,,,,,1,1,,,2,,,,,,,,,,,,,,2,1,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3737,4,2016,1,527.11836577,1086.0770315,2,1,X,,7,,45,1,2,1,1,1,34,1,,,,,1,1,1,5,45,,0,,,,,,,,,,,0,,,,,,2,1,1,1,,0,0,0,0,1,0,0,0,0,3,,,,1,2,,,,,,1,1,1,,1,,1,,,7,,,,,,1,3,4,4,,,5,7,2,2,,1,12,,6000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,72000,2,,1,1,
3737,4,2016,2,487.98881889,912.36558401,2,2,,,,,0,0,5,6,2,2,23,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,5,2,,,,2,1,1,1,,0,0,0,0,1,0,0,0,0,3,,,,3,1,2,1,1,1,2,2,1,1,,1,,1,,,7,,,,,,5,4,4,4,,,3,13,2,2,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,1,
3737,4,2016,3,384.735006,521.25378304,2,3,,,,,0,0,,,3,2,4,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,0,0,0,0,3,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,2,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3737,4,2016,4,384.735006,521.25378304,2,3,,,,,0,0,,,3,2,5,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,1,0,0,0,3,,,,1,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,1,2,1,1,2,2,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3738,4,2016,1,490.55392848,1039.7367739,1,1,,,,,0,0,5,6,1,2,80,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,99999998,5,7,5,2,,,,0,0,0,0,1,0,0,0,0,1,,,4,3,1,1,3,4,4,4,3,3,3,,1,,1,,,5,2,,,1,,4,3,3,3,,,1,8,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,3,
3739,4,2016,1,648.26418382,,1,1,,,,,0,0,5,6,1,2,80,4,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,7,5,2,,,,0,0,0,0,0,1,0,0,0,1,,,4,3,1,2,3,2,3,3,1,3,3,,1,,1,,,3,,,,,,2,5,5,5,,,5,7,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,1,
3740,4,2016,1,715.77113568,,1,1,,,,,0,0,,,1,1,79,1,,,,,,,,,0,,0,,,2,,,,,,,,0,,,,,7,4,2,,,,0,0,0,0,1,0,0,0,0,1,,,,2,2,,,,,,2,2,2,,1,,1,,,1,,,,,,3,3,4,5,,,4,11,3,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,3,
3740,4,2016,2,665.1878039,,1,2,,,,,0,0,,,2,2,75,1,,,,,,,,,0,,0,,,2,,,,,,,,0,,,,,7,4,2,,,,0,0,0,1,1,0,1,0,0,1,,,,2,2,,,,,,2,1,1,,1,,1,,,1,,,,,,2,2,3,4,,,4,10,7,13,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3741,4,2016,1,773.62820464,,1,1,,,,,0,0,5,6,1,2,53,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,4,,,,7,4,2,,,,0,0,0,0,1,0,0,0,0,1,,,5,3,1,3,1,1,1,1,1,1,1,,1,,1,,,3,,,,,,3,4,5,5,,,4,5,3,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3743,4,2016,1,685.51266929,1035.6326535,1,1,J,,2,,50,1,2,1,1,1,37,1,,,,,1,1,1,5,50,,0,,,,,,,,,,,0,,,10,,7,6,2,,,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,4,1,,,,,4,1,1,1,,,8,12,1,3,1,1,12,,25000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,300000,2,,4,,
3743,4,2016,2,683.24074119,1780.5117976,1,2,M,,2,,45,1,2,1,2,2,38,1,,,,,1,2,,5,45,,0,,,,,,,,,,,0,,,4,,7,6,2,,,,0,1,0,0,1,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,4,1,,,,,4,1,1,1,,,3,8,3,3,1,1,12,2016,0,12,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,36000,,1,1,3,
3743,4,2016,3,675.58000482,989.39383489,1,3,,,,,0,0,,,3,2,6,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,0,0,0,1,0,0,0,0,1,,,,1,,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,1,2,1,1,3,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3743,4,2016,4,675.58000482,,1,3,,,,,0,0,,,3,1,2,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,2,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3744,4,2016,1,587.25549084,1698.9465716,1,1,G,,5,,54,1,2,1,1,2,57,1,,,,,1,1,1,6,58,,0,,,,,,,,,,,0,,,15,99999998,7,6,2,,,,0,0,0,1,1,0,0,0,0,1,,,4,3,1,2,2,2,2,2,2,2,1,,1,,1,,,4,2,,,,,1,2,3,3,,,2,5,3,3,,1,12,,5182,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,62184,2,,1,3,
3744,4,2016,2,617.91532664,1587.0378624,1,2,F,,7,,55,1,2,1,2,1,60,1,,,,,1,1,1,6,55,,0,,,,,,,,,,,0,,,,,7,4,2,,,,0,0,0,0,1,0,0,0,0,1,,,,3,1,2,2,1,1,1,1,1,1,,1,,1,,,3,,,,,,2,3,3,3,,,6,7,3,3,,1,12,,7000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,84000,2,,4,,
3744,4,2016,5,642.77619792,,1,3,,,,,0,0,5,6,6,1,80,4,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,7,1,2,,,,0,0,0,0,1,0,0,0,0,1,,,,4,1,1,4,3,4,4,2,2,2,,1,,1,,,7,,,,,,1,4,5,5,,,2,7,3,5,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,3,
3745,4,2016,1,697.9939739,1590.4828535,1,1,,,,,0,0,5,6,1,1,79,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,7,4,2,,,,0,0,0,1,1,0,0,0,0,1,,,,3,1,2,2,1,1,2,2,3,3,,1,,1,,,2,,,,,,5,4,4,4,,,5,7,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,3,
3745,4,2016,2,609.71701403,1856.3175299,1,2,,,,,0,0,5,6,2,2,73,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,5,,7,6,2,,,,0,0,0,0,1,0,0,0,0,1,,,,3,1,2,3,2,2,4,2,1,1,,1,,1,,,4,2,1,,,,2,4,4,4,,,1,4,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3749,4,2016,3,172.21772025,335.45607569,3,1,R,,2,,998,3,2,3,1,2,66,4,,,,,1,1,1,2,998,2,2,8,2,,,,,,,,,0,,,1,15,7,6,2,,,,1,0,0,0,0,0,0,0,0,2,,4,,1,2,,,,,,1,1,1,,1,,1,,,4,2,,,,,2,1,2,2,,,4,5,1,3,,1,12,,3500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,42000,1,,4,,
3749,4,2016,4,214.24290047,,3,3,,,,,998,1,2,3,3,1,30,5,,,,,1,1,1,5,998,1,0,,3,,,,,,,,,0,,,,,7,5,2,,,,0,1,0,0,0,0,0,0,0,2,,,,1,2,,,,,,1,1,1,,1,,1,,,2,,,,,,2,1,1,1,,,7,9,1,13,,1,12,,2909.2857143,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,34911.428571,,,4,,
3750,4,2016,1,838.62004948,624.6806376,1,1,Q,,2,,45,1,2,1,1,2,35,1,,,,,1,1,1,5,36,,0,,,,,,,,,,,0,,,9,,7,6,2,,,,0,1,0,0,1,0,0,0,0,1,,,,2,1,2,2,1,1,2,1,1,1,,1,,1,,,4,1,,,,,2,1,1,1,,,5,5,1,3,1,1,12,,11532,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,138384,1,,4,,
3750,4,2016,2,809.00995479,891.07264049,1,3,,,,,0,0,,,3,2,8,,3,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,0,0,0,1,0,0,0,0,1,,,,2,,,,,,,1,1,1,,2,,,1,2,,,,,,,2,,,,3,1,1,1,1,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3750,4,2016,3,873.06644036,770.73403876,1,2,Q,,2,,60,1,2,1,2,1,38,1,,,,,2,1,1,7,60,,0,,1,,,,,,,,,0,,,9,,7,6,2,,,,0,1,0,0,1,0,0,0,0,1,,,,2,1,4,,,,,1,1,1,,1,,1,,,5,1,,,,,1,1,1,2,,,8,15,1,3,1,1,12,2016,17000,12,108000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,312000,2,1,4,,
3750,4,2016,4,809.00995479,891.07264049,1,3,,,,,0,0,,,3,1,3,,3,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,1,1,,,1,,,,,,,,,,,,,,3,1,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3751,4,2016,1,934.31129167,,1,1,K,,2,,45,1,2,2,1,2,35,1,,,,,1,1,1,5,27,,0,,1,,,,,,,,,0,,,5,,8,6,2,,,,0,1,0,0,1,0,0,0,0,1,,,5,1,2,,,,,,1,1,1,,1,,1,,,5,1,1,,,,2,1,1,1,,,5,4,1,3,1,2,12,,22908.416667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,274901,,,1,1,
3751,4,2016,2,963.68119483,,3,2,,,,,0,0,6,6,2,1,41,1,,99999999,,99999999,,,,,0,,0,,,99999999,,,,,,,,0,99999999,99999999,,,8,4,2,,,,0,1,0,0,1,0,0,0,0,2,,,,1,2,,,,,,1,1,1,,1,,1,,,2,,,,,,3,1,1,1,,,8,8,3,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,99999999,,
3751,4,2016,4,927.39066395,,1,3,,,,,0,0,,,3,1,2,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,1,1,,,2,,,,,,,,,,,,,,2,1,1,1,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
3752,4,2016,1,498.49067875,1523.3083988,1,1,,,,,0,0,5,6,1,1,80,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,14,,7,6,2,,,,0,0,0,1,1,0,0,0,0,1,,,4,3,1,1,3,2,1,3,3,1,1,,1,,1,,,4,2,,,,,2,4,5,5,,,7,10,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3753,4,2016,1,728.78220415,880.76653966,1,1,,Q,,5,0,0,2,6,1,2,55,1,,,,2,,,,,0,,0,,,1,1,2,6,48,,,1,0,,2,5,3,7,6,2,,,,0,0,0,0,1,0,0,0,0,1,,,,3,1,2,3,3,3,3,2,1,1,,1,,1,,,4,2,2,,,,4,3,3,3,,,3,8,3,3,,1,11,,4151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,45661,2,,4,,11
3753,4,2016,2,878.08043762,,1,2,,,,,0,0,5,6,2,1,59,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,7,5,2,,,,0,0,0,0,1,0,0,0,0,1,,,,3,1,1,3,1,1,1,2,1,3,,1,,1,,,2,,,,,,2,3,5,5,,,7,11,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,1,
3754,4,2016,1,580.2312558,,1,1,Q,,5,,15,3,2,2,1,2,71,4,,,,,1,1,1,5,15,,2,,1,,,,,,,,,0,,,,,7,4,2,,,,0,0,0,1,1,0,0,0,0,1,,,4,3,1,3,1,1,1,1,1,1,1,,1,,1,,,2,,,,,,5,3,4,4,,,3,7,3,3,,2,12,,1600,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,19200,2,,4,,
3755,4,2016,1,482.43492381,,1,1,,,,,0,0,5,6,1,2,67,3,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,3,,7,6,2,,,,0,0,0,0,1,0,0,0,0,1,,,5,1,2,,,,,,1,1,1,,1,,1,,,5,2,,,,,4,1,2,2,,,3,4,3,3,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3757,4,2016,2,921.40493758,,1,1,,,,,0,0,5,6,1,2,68,4,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,7,5,2,,,,1,0,0,0,1,0,0,0,0,1,,,4,3,1,2,3,2,2,2,3,2,2,,1,,1,,,3,,,,,,4,4,4,4,,,2,99999998,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,1,
3759,4,2016,1,869.81349595,874.88553077,1,1,,,,,0,0,5,6,1,1,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,15,,7,6,2,,,,1,1,0,0,0,0,0,0,0,1,,,4,3,1,2,2,2,2,2,2,2,2,,1,,1,,,6,2,,,,,3,4,5,5,,,5,7,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
3759,4,2016,2,771.50784422,920.81970561,1,2,,,,,0,0,5,6,2,2,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,15,,7,5,2,,,,1,0,0,1,1,0,0,0,0,1,,,,3,1,3,2,2,2,2,1,1,1,,1,,1,,,4,2,,,,,3,4,5,5,,,3,8,3,3,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,3,
