Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,MbNifkadGalKodem,HDividendShnatit,HEsekShnatit,HHashkaotShnatit,HRibitShnatit,HSchirutShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,GodelKarkaLoChaklait,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,KarkaChaklaitSetach,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_SetachMigrashBayitprati,M_ShuviDira,m_YeshAshrai,SchumHalvaaLoDiyur1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,BituachMenahalimMb1,GemelVPizuyimMB1,kHishMB1,kNeemanutMB1,kPensiaMB1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,PikdonotMB1,PniyaBank1,TChisachonMB1,m_KesefMB1,m_SchumHalvaaDiyur1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1
5915,,4,2016,404.1427911,1,0,0,0,0,0,0,0,0,0,0,0,0,195932.5714,2,0,2,1,1,,,,,,,2,2,6000,,,1,,,,,,,,,,,,,2,2,1,,,,,2,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,2,,,,2,3,3,1,,2,,1,2,,,2,,2,,,,,4,2,0,2,1,3,3,,,,2,,2,2,,,,,2,2,2,1,2,2,2,2,,,,99999998,3,99999998,,2,1,8,3,2,2,,1,2,,,,,,,,2,1,1,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5917,,4,2016,352.9639869,1,0,0,0,0,0,0,0,0,0,0,0,29820,86220,2,0,2,1,1,,,,,,,2,2,99999998,,,1,,,,,,,,,3300,,,,2,2,2,,,,,2,,,,,,,,,,,,,,,,2,1,4,5,2,2,,,,,3,3,3,,,,1,2,,,2,,2,,,,,,2,0,2,2,5,5,,,,2,4,2,2,4,4,,2,,,,,,,,,,,,40,6,,,,1,4,2,,,,2,2,,,,,,,,2,2,2,2,2,2,12,5,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5918,,4,2016,505.4125941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,,2,2,99999999,,99999998,1,,,,,,99999998,99999998,,,,,,2,2,2,1,,2,2,1,99999999,,,,,,,,,,,,,,1,1,,2,1,2,,2,,,,3,5,2,,,,3,2,,,2,,2,,,,,,2,0,2,2,3,1,,99999998,,2,4,2,1,,,1,,,,,,,,,,1,,,300,3,99999998,,,1,5,1,2,2,,1,99999999,,2,2,,,,,2,2,2,2,2,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5919,,4,2016,547.4251782,1,0,0,0,0,0,0,0,0,0,0,0,20256,86940,3,1,2,1,1,,,,,,,2,1,5000,,,1,99999998,,,,,,,,3650,,,,1,2,1,2,,,,2,,,,,,,,,,,,,,,1,2,2,4,5,2,2,,,,,3,4,4,,,,2,2,,,2,,2,,,,,,2,0,2,2,4,5,,,,2,3,2,2,3,3,,4,,,,,,,,,,,,80,6,,,,1,4,2,,1,,2,2,,,,,,,,2,2,2,2,1,,99999998,99999998,2,1,2,1,0,,,,,,,,,,,,,,2,1,2,2,2,2,,,,,,,,2,,,,2,1
5921,,4,2016,623.0131444,1,2500,0,670000,0,0,0,0,0,0,0,0,0,1332500,1,0,1,0,1,,,90000,,11500,,1,2,100000,,1550000,1,,1,,99,,1999,8,,,1,,,2,2,1,,,2,2,,,1,1,,,,,,,,,,,,2,2,2,1,2,2,,2,,,,3,3,3,,,,1,2,,,2,,2,,,,,,2,0,2,2,3,2,,800000,,2,1,2,2,2,4,1,2,,,,,,,,,1,,,70,3,99999998,,,1,4,1,1,2,1,1,1,5,2,2,2,1,2,2,1,1,1,2,1,,7,,1,2,2,3,1600000,,,,3,2016,6,,,,3,2016,6,,,,,,,,2,,3,,3,2,,1,1,,1,1,1
5922,,4,2016,518.7506507,1,0,0,0,0,0,0,0,0,0,0,20400,31889.75,52289.75,2,0,2,1,1,,,,,,,2,2,99999998,,99999998,1,,,,,,1973,10,,,2,,,1,2,1,,,99999998,,,,2,,,,,,,,,,,,,2,2,,3,2,2,,2,,,,3,3,3,,,,1,2,,,2,,2,,,,,,99999998,1,1,1,3,5,,80000,,2,1,2,2,3,4,2,5,,,,,,,,,1,,,80,2,5,,,1,4,1,1,3,,1,2,,2,2,,,,,2,1,1,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5926,,4,2016,797.4757541,2,0,0,0,0,90000,0,0,0,0,0,0,56496,146496,2,0,2,1,1,,,,,,,2,2,25000,,,1,,,,,,,,99999998,,,,,2,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,,4,3,2,,2,,,1,3,4,3,,3,2,2,2,,,2,,2,,,,,8,2,0,1,1,4,3,,,,2,4,1,2,,,,,2,2,2,1,2,2,2,2,2,3,2,120,3,3,99999998,1,1,7,1,1,2,,1,2,,,,,,,,2,2,1,2,2,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5928,,4,2016,393.3683705,1,0,0,0,0,0,0,0,0,0,0,0,1763.333333,247630.3333,3,1,2,1,1,,,,,,,1,1,80000,480,7500000,1,30000,,,,,,,1,,,,,2,1,1,,99999999,2,,,,2,,,,,,,,,,,,,2,1,2,4,3,2,,2,,,,2,5,5,,,2,3,2,,,2,,2,,,,,,2,0,2,2,3,2,99999999,,,2,4,1,1,,,,,,,,,,,,,2,1,,253,5,5,1982,,2,8,1,1,2,4,1,1,,2,2,2,1,2,2,2,1,1,2,1,,12,12,2,1,2,1,1850000,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5931,,4,2016,377.2858451,1,0,0,0,0,0,0,0,0,0,0,24060,27564,51624,6,4,2,0,2,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,5,99999998,,,,,,,5,5,,,,99999999,,,,,,,,,,,,,,2,1,3,5,,,,,,,2,99999998,5,,4,,,,,,,,,,,,99999998,99999998,,,,,4,1,1,,,1,2,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,,4,2016,981.9296714,1,0,0,0,0,0,0,0,0,0,0,0,16543.16667,136543.1667,5,0,5,3,2,,,,,,,2,2,99999998,,99999998,1,,,,,,1996,99999998,,,2,,,1,1,1,,,2,,2,,,,,,,,,,,,,,,,,,3,3,2,,2,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,3,3,,520000,,2,,,,,,1,,,,,,,,,,1,,,,3,5,,,1,6,1,3,,,1,2,,1,1,,,,,2,2,2,2,2,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5933,,4,2016,1625.024774,1,0,0,0,0,0,0,0,0,0,0,0,0,40200,1,0,1,1,0,,,,,,,2,1,10000,,,1,99999998,,,,,,,,,,,,2,2,1,1,,,99999998,1,1,,,,,,,,,,,,,,1,1,2,99999998,99999999,2,2,,,,,3,4,4,,,1,2,2,,,2,,2,,,,,,2,1,2,2,99999998,3,,,,2,,1,1,2,5,,2,,,,,,,,,,,,99999998,4,,,,1,4,3,1,1,,1,2,,,,,,,,99999999,99999999,1,2,1,,5,,2,2,99999999,99999998,0,,,,,,,,,,,,,99999998,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5934,,4,2016,1074.291709,1,0,0,0,0,0,0,0,0,0,0,0,35740,155740,4,1,3,1,2,,,,,,,2,2,99999998,,1200000,1,,,,,,1979,8,,,1,,,2,2,1,,,99999998,,,,2,,,,,,,,,,,,,2,2,,99999998,99999998,2,,2,,,,2,4,4,,,,1,2,,,2,,2,,,,,,99999998,0,2,2,99999998,3,,120000,,99999998,3,2,2,3,4,3,4,,,,,,,,,1,,,83,4,5,,,1,4,1,,3,,2,2,1,2,2,,,,,99999998,99999998,99999998,2,1,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5935,,4,2016,1068.023064,1,0,0,0,0,0,0,0,0,0,0,0,3378,26178,4,2,2,1,1,,,,,,,2,2,10000,,,1,,,,,,,,,3500,,,,1,1,1,,,,,2,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,,,,,3,3,2,,2,1,1,2,,,2,,2,,,,,1,2,1,2,2,3,1,,,,2,4,1,1,2,3,,2,2,1,2,1,2,2,2,2,,,,55,4,99999998,,,1,4,2,1,2,,1,2,,,,,,,,2,2,2,2,2,,2,1,2,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5937,,4,2016,2600.153555,1,0,0,0,0,0,0,0,0,0,0,0,4778.666667,4778.666667,1,0,1,1,0,,,200000,,,,2,2,0,,,1,,10,,50,,,,,3000,,,,1,2,1,,,,,2,,,,,,,,,,,,,,,,,,99999998,2,,2,,,,,,,,,,,,2,,99999998,2,,2,,,,,,1,,,,3,3,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,2,,2,1,,,1,2,,,,,,,,2,1,1,2,2,,,,2,,2,4,0,,,,5,2016,18,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2
5938,,4,2016,495.8806802,1,0,0,0,0,0,0,0,0,3600,0,0,29496,33096,1,0,1,0,1,,,,,,,2,2,99999998,,,2,,,,,,,,,1500,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,3,,2,,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,3,3,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,1,,2,,,2,2,1,,,,2,2,1,2,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5940,,4,2016,979.1767804,1,0,0,0,0,0,0,0,0,0,0,24000,26088,155575,2,0,2,1,1,,,,,,,2,1,40000,,,1,40000,,,,,,,,5000,,,,1,2,2,1,,,,2,,,,,,,,,,,,,,,1,1,,3,3,2,2,,,,,3,5,5,,,2,2,2,,,2,,2,,,,,,2,2,2,1,3,2,,,,2,4,1,2,5,99999998,,99999998,,,,,,,,,,,,150,4,,,,1,4,2,1,1,,1,2,,,,,,,,99999998,1,2,2,1,,,,2,,2,5,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,2
5941,,4,2016,696.1216227,1,0,0,0,0,0,0,0,0,0,0,0,21796.5,33796.5,1,0,1,0,1,,,,,,,1,2,0,,850000,1,,,,,,2014,7,,,1,,,2,2,2,,,2,,,,2,,,,,,,,,,,,,2,2,2,4,5,2,,2,,,,3,3,3,,,,1,2,,,2,,2,,,,,,2,0,2,2,3,4,,830000,,2,1,2,2,4,3,1,2,,,,,,,,,1,,,55,6,1,,,1,4,1,,3,,2,2,3,2,2,,,,,2,2,2,2,2,,12,,2,2,2,1,40000,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,2,1
5942,,4,2016,768.0577831,1,0,0,0,0,0,0,0,0,0,0,1745.46,35143.33333,36888.79333,1,0,1,0,1,,,,,,,2,2,5000,,,1,,,,,,,,,170,,,,1,1,1,,,,,2,,,,,,,,,,,,,,,2,2,,3,3,2,2,,,,,3,3,3,,,1,1,2,,,2,,2,,,,,,2,0,2,2,3,3,,,,2,2,1,1,3,3,,4,,,,,,,,,,,,74,3,,,,1,4,2,,2,1,2,1,,,,2,1,2,2,2,2,2,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5943,,4,2016,260.2492485,1,0,0,0,0,0,0,0,0,0,0,0,33977.16667,141977.1667,3,0,3,2,1,,,,,,,2,2,10000,,,1,,,,,,,,,3400,,,,1,1,1,,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,,,,,3,3,3,,,1,1,2,,,2,,2,,,,,,2,1,2,2,3,3,,,,2,,1,1,3,4,,3,,,,,,,,,,,,99999998,3,,,,1,4,2,1,2,,1,2,,,,,,,,2,2,1,2,1,,3,,2,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5945,,4,2016,351.6450886,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,2,2,0,850,,2,,,,,,,,99999998,,,,,,,,,,2,,2,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,4,3,2,,2,,,2,3,3,3,,4,,3,2,,,2,,2,,,,,1,2,0,1,2,99999998,3,,,,2,3,2,1,,,,,1,1,2,1,2,1,1,2,2,3,,220,1,7,99999998,2,1,7,1,,2,,2,2,,,,,,,,2,2,2,2,2,,,,2,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5946,,4,2016,119.3087856,2,0,0,0,0,18000,0,0,0,0,0,0,0,209600,3,0,3,2,1,600,,,,100000,,2,2,15000,,,1,,,,,,,,99999998,,,,,2,2,1,,,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,,2,,,2,3,3,3,,3,,2,2,,,2,,1,1,1,99999998,,1,2,0,2,2,3,2,,,,2,3,2,1,1,4,,2,99999998,2,2,1,2,1,2,2,2,3,,140,3,9,2006,2,1,4,1,3,1,,1,2,,,,,,,,2,1,1,2,2,,,,1,,2,5,0,,,,,,,,,,2,2016,1,,,,,,,,,,,,,,,2,,,1,2,2
5947,,4,2016,1494.274896,1,0,0,0,0,0,0,0,0,0,0,0,6114.666667,203658.6667,6,3,3,3,0,,,,,,,2,1,99999998,,1600000,1,,,,,,1985,99999998,,,,,,2,2,1,,,2,,,,2,,,,,,,,,,,,,2,2,,4,5,2,,2,,,,1,4,4,,,1,2,2,,,2,,2,,,,,,2,0,2,2,4,4,,99999998,,2,1,1,1,2,5,2,3,,,,,,,,,1,,,80,5,6,,,1,4,1,,2,,2,2,,2,2,,,,,2,1,1,2,1,,,,2,,2,99999998,0,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,2,,,,2,2
5948,,4,2016,701.0620095,1,0,0,0,0,0,0,0,0,0,0,0,3882,289410,4,2,2,1,1,,,,,,,2,2,99999998,,,1,,,,,,,,,,,,,2,1,1,1,,,,2,,,,,,,,,,,,,,,1,1,,3,3,1,2,,,,,3,5,5,,,,3,2,,,2,,2,,,,,,2,0,1,1,3,3,,,,2,4,,1,,,,,,,,,,,,,,,,400,3,,,,1,8,3,1,2,,1,2,,,,,,,,2,2,1,2,1,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5949,,4,2016,615.4569969,1,0,0,0,0,34800,40000,0,0,0,0,0,0,139800,2,0,2,1,1,,,,,,,2,1,24000,,,1,99999998,,,,,,,,4000,,,,2,1,1,,,,2,1,1,,,,,,,,,,,,,,2,2,2,4,4,2,2,,,,,3,3,2,,,,2,2,,,2,,2,,,,,,2,0,2,2,3,3,,,,2,,2,2,,,,,,,,,,,,,,,,99999998,2,,,,1,8,2,1,2,,1,2,,,,,,,,99999999,99999999,99999999,99999999,99999999,,6,5,99999999,1,99999999,3,0,,,,,,,,,,,,,800000,2,2,2,1,2,2,,,,,,,,2,,,,99999999,1
5951,,4,2016,964.7949197,1,0,11127.05,0,0,45106.51,0,0,0,0,0,4927.69,12343.55,3223913.33,5,1,4,2,2,,,500000,500000,100000,,2,2,100000,300,8000000,1,,50,,50,,2013,99999998,,,2,,,1,2,1,1,,2,2,,,1,1,,,,,,,,,,,,1,1,,1,1,2,,2,,,,3,5,5,,,1,6,2,,,2,,2,,,,,,2,0,1,2,3,3,,1000000,,2,4,1,1,,,1,,,,,,,,,,1,,,400,4,8,,,1,8,1,2,1,2,1,1,,2,2,2,1,2,2,1,1,1,1,1,,,,1,,2,4,0,,,,4,2016,1,4,2016,1,4,2016,1,,,,,,,,,,,,,,,2,1,1,1,1,2
5953,,4,2016,506.2909303,2,0,0,0,0,0,0,0,0,0,0,0,33893,70193,5,0,5,3,2,,,,,,,1,1,4000,,,2,14000,,,,,,,99999998,,,,,,,,,,2,,,,2,,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,3,2,,2,,,2,3,3,2,,1,,1,2,,,2,,2,,,,,99999998,2,0,2,2,3,3,,,,2,4,2,2,1,2,,1,2,1,2,2,2,2,2,2,2,3,,120,1,5,99999998,2,1,4,1,,3,,2,2,,,,,,,,2,1,2,2,1,,10,,2,2,2,2,45000,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5955,,4,2016,1850.88814,1,0,0,0,0,0,0,0,0,0,0,0,57698,57698,5,4,1,0,1,,,,,,,2,2,0,,,2,,,,,,,,,2400,,,,,,,,,,,2,,,,2,2,2,2,1,2,2,2,2,2,1,2,2,,4,5,2,2,,,,,3,4,3,,2,,1,2,,,2,,2,,,,,99999998,2,0,2,1,99999998,5,,,,2,,2,2,3,3,,4,1,1,2,1,2,2,2,2,,,,99999998,1,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,2,2,2,2,,,,2,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5956,,4,2016,572.2484348,1,0,0,0,0,0,0,0,0,0,0,0,43861.08333,43861.08333,3,1,2,1,1,,,,,,,2,99999999,20000,,99999999,2,,,,,,99999998,99999998,,,,,,,,,2,,2,,,,2,,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,3,2,,2,2,,2,3,4,3,,,1,2,2,,,2,,2,,,,,,2,0,2,1,4,4,,99999999,,2,4,1,2,,,1,,2,2,2,1,2,2,2,2,1,,,120,3,99999998,,2,1,5,1,1,2,,1,2,,,,,,,,2,2,1,2,1,,6,,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5961,,4,2016,434.3534631,2,0,0,0,0,0,0,0,0,0,0,0,3268.533333,3268.533333,8,4,4,1,3,,,,,,,1,2,3000,,,2,,,,,,,,99999998,,,,,,,,,,2,,,,2,,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,5,2,,2,,,1,3,3,2,,1,,1,2,,,2,,2,,,,,5,2,0,2,2,2,4,,,,2,4,2,2,1,2,,1,2,1,1,2,2,2,2,2,2,3,,130,3,6,99999998,2,1,4,1,,3,,2,2,,,,,,,,2,2,2,2,2,,12,,2,2,2,1,145000,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,2,1
5966,,4,2016,1335.966467,1,0,0,0,0,0,0,0,0,0,0,0,7891.25,48691.25,3,1,2,1,1,,,,,,,1,2,3000,,60000,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,4,5,2,2,,2,,,3,3,2,,,,1,2,,,2,,2,,,,,,2,0,2,2,2,3,,,,2,4,2,2,1,1,,1,,,,,,,,,,,,120,6,,,,1,4,3,,3,,2,2,,,,,,,,2,2,2,2,2,,12,,2,2,2,1,70000,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,2,1
5967,,4,2016,995.3596449,1,0,0,0,0,0,0,0,0,0,0,0,44918,44918,8,5,3,1,2,,,,,,,2,1,2000,,99999998,2,6000,,,,,,,99999998,,,,,,,,,99999998,2,,2,,,,,,,,,,,,,,,2,2,2,4,5,2,,2,,,,1,2,2,,,,1,2,,,2,,2,,,,,,2,0,2,2,4,5,99999998,,,2,4,2,2,,,,,,,,,,,,,2,1,3,100,2,7,99999998,,1,7,1,,3,,2,2,,2,2,,,,,2,2,2,2,2,,12,,2,2,2,1,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5968,,4,2016,167.7290689,1,0,0,0,0,0,0,0,0,0,0,0,69024.75,69024.75,2,0,2,1,1,,,,,,,2,2,1000,,99999998,2,,,,,,,,99999998,,,,,,,,,99999998,2,,2,,,,,,,,,,,,,,,2,2,,3,3,2,,2,2,,,1,3,1,,,,1,2,,,2,,2,,,,,,2,0,2,2,3,3,99999998,,,2,3,2,2,1,1,,1,,,,,,,,,2,1,,150,6,5,99999998,,1,2,1,,3,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5969,,4,2016,1370.887117,1,0,0,0,0,0,0,0,0,0,0,0,0,112080,2,0,2,1,1,,99999998,,,99999998,,1,2,21000,,1800000,1,,,,,,2000,7,,,1,,,2,2,1,1,,2,,2,,,,,,,,,,,,,,,1,2,2,4,3,2,,2,,,,3,4,4,,,,2,1,,,2,,2,,,900000,,,2,0,2,2,99999998,3,,300000,,2,1,2,2,,,3,,,,,,,,,,1,,,163,1,2,,,1,5,1,1,2,,1,2,,2,2,,,,,2,1,1,2,1,,99999998,,1,2,1,5,160000,0,,,,,,,,,0,,,,,,,,,,2,,,,,,,2,,,,2,1
5970,,4,2016,1168.808764,1,0,0,0,0,0,0,0,0,0,0,0,0,168000,2,0,2,1,1,,20000,,,,,2,1,30000,,1100000,1,77000,,,,,2011,2,,,1,,,2,2,1,,,2,,,,2,,,,,,,,,,,,,2,2,2,1,2,2,,2,,,,3,4,4,,,1,2,2,,,2,,2,,,,,,2,0,2,1,3,4,,837000,,2,1,1,2,2,2,1,2,,,,,,,,,1,,,89,3,4,,,1,4,1,1,1,,1,2,,2,2,,,,,1,1,2,2,1,,12,,2,2,1,1,0,6,2016,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,1,2,,,,2,1
5971,,4,2016,960.602838,1,0,0,0,0,18000,2400,0,0,0,20400,0,5868.333333,135087.3333,5,2,3,1,2,,99999998,,,10000,,2,2,6000,,1200000,1,,,,,,1998,1,,,2,,,2,2,1,2,,2,2,,,1,1,,,,,,,,,,,,1,1,2,2,2,1,,2,1,40,,3,5,5,1,,,3,2,,,2,,2,,,,,,2,0,2,1,99999998,3,,125000,,2,3,,1,2,5,2,2,,,,,,,,,1,,,115,5,7,,,1,4,1,2,1,,1,2,3,2,2,,,,,2,2,2,2,1,,12,,1,2,1,1,0,0,,,,,,,,,2,2016,25,,,,,,,,,,,,,,,2,,,1,2,1
5972,,4,2016,779.9451775,1,0,0,0,0,0,0,0,0,0,0,0,3862.666667,166870.6667,5,2,3,2,1,,,,,,,1,1,99999999,,99999998,2,99999999,,,,,1998,8,,,2,,,,,,,,99999998,,,,2,,,,,,,,,,,,,2,2,2,3,3,2,,2,,,,3,3,3,,,,1,2,,,2,,2,,,,,,99999998,0,2,2,99999998,3,,72000,,2,1,2,2,3,4,1,4,,,,,,,,,1,,,80,2,3,,,1,4,1,1,2,,1,2,,2,2,,,,,1,2,2,2,1,,12,,2,2,2,2,99999998,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5973,,4,2016,261.4753184,1,0,0,0,0,0,0,0,0,0,0,0,1760,61760,3,1,2,1,1,,,,,,,2,2,0,,99999998,2,,,,,,,,99999998,,,,,,,,,,2,,,,2,,2,2,1,2,1,2,2,2,2,2,2,2,2,,4,5,2,,2,,,2,3,3,3,,,,2,2,,,2,,2,,,,,,2,0,2,2,4,4,,,,2,3,,2,1,2,,2,2,1,2,2,2,2,2,2,2,3,,100,2,6,1995,2,1,1,1,1,2,,1,2,,,,,,,,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5975,,4,2016,426.5638851,1,0,0,0,0,0,0,0,0,0,0,0,0,39600,4,2,2,1,1,,99999998,,,99999998,,1,2,15000,,99999998,1,,,,,,,,99999998,,,,,1,1,1,,99999998,2,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,,2,2,,,1,4,2,,,,1,2,,,2,,2,,,,,,2,0,2,2,2,2,99999998,,,2,3,2,2,1,1,,2,,,,,,,,,2,1,,250,2,6,99999998,,1,1,1,1,3,,1,2,,2,2,,,,,1,1,2,2,1,,3,,1,2,1,3,99999998,0,,,,,,,,,0,,,,,,,,,,2,,,,,,,2,,,,2,1
